Validation,mean r2
Validation1,0.8043786441967617
Validation2,0.8532890547136149
Validation3,0.9232773901573856
Validation4,0.8309668081634995
Validation5,0.8509954237100703
Validation6,0.7811535084818584
Validation7,0.913174367484467
Validation8,0.8707905300021941
Validation9,0.9219450686297268
Validation10,0.6613140225440202
