Validation,mean r2
Validation1,0.8462663397379278
Validation2,0.8289308049776236
Validation3,0.8752832361591755
Validation4,0.8147179736786885
Validation5,0.8405455158443071
Validation6,0.7900238242091543
Validation7,0.8789222659931339
Validation8,0.8127184151025524
Validation9,0.9082837572264618
Validation10,0.8219993898286464
