Validation,mean MAPE
Validation1,12.849193631380887
Validation2,14.475314074928784
Validation3,15.450045559991471
Validation4,15.034710209739725
Validation5,16.042605046589447
Validation6,10.057310075891284
Validation7,9.285179812122472
Validation8,12.317074214553301
Validation9,16.426984084861882
Validation10,11.376755984636487
