Validation,mean MAPE
Validation1,11.644170702254007
Validation2,14.682456966168001
Validation3,13.937364445298586
Validation4,14.486451802735493
Validation5,14.801444305963946
Validation6,10.386594104749577
Validation7,7.617666391073942
Validation8,11.284096485096464
Validation9,13.76574972016555
Validation10,11.279698971810651
