Validation,mean MAPE
Validation1,15.888500412983253
Validation2,13.731970458874756
Validation3,15.882414843423268
Validation4,14.697675634482039
Validation5,15.929474748728913
Validation6,11.393154362606554
Validation7,10.934923093664533
Validation8,9.970826222439436
Validation9,10.576483355187325
Validation10,11.685911027890516
