Validation,mean r2
Validation1,0.5967555713452557
Validation2,0.8346540279116141
Validation3,0.9013351410802041
Validation4,0.8325832036475349
Validation5,0.8275656174772613
Validation6,0.8709564652769897
Validation7,0.8989755422784445
Validation8,0.8774950042851963
Validation9,0.9476054321982816
Validation10,0.7911155758394701
