2.022193	1.711272	1.645791	1.606828	1.575886	1.547641	1.517023	1.476398	1.423579	1.372375	1.324579	1.279672	1.242891	1.208654	1.177193	1.149581
1.711272	2.014094	1.697106	1.630636	1.590486	1.556937	1.522769	1.479880	1.425498	1.372945	1.324169	1.278542	1.241267	1.206652	1.174911	1.147097
1.645791	1.697106	2.004544	1.683002	1.614981	1.572053	1.532680	1.486732	1.430331	1.376073	1.326060	1.279515	1.241596	1.206470	1.174326	1.146199
1.606828	1.630636	1.683002	1.991671	1.668394	1.596942	1.548374	1.497977	1.438884	1.382475	1.330934	1.283262	1.244550	1.208785	1.176130	1.147599
1.575886	1.590486	1.614981	1.668394	1.976151	1.651399	1.574351	1.515658	1.452418	1.393076	1.339562	1.290473	1.250773	1.214212	1.180914	1.151870
1.547641	1.556937	1.572053	1.596942	1.651399	1.963800	1.631170	1.545653	1.473885	1.409719	1.353308	1.302280	1.261267	1.223656	1.189510	1.159790
1.517023	1.522769	1.532680	1.548374	1.574351	1.631170	1.950920	1.612673	1.512372	1.437473	1.375696	1.321524	1.278518	1.239361	1.203980	1.173279
1.476398	1.479880	1.486732	1.497977	1.515658	1.545654	1.612673	1.947803	1.600053	1.490550	1.415606	1.355060	1.308468	1.266687	1.229264	1.196957
1.423579	1.425498	1.430331	1.438884	1.452418	1.473885	1.512372	1.600053	1.955103	1.597490	1.484045	1.409414	1.356223	1.310104	1.269464	1.234680
1.371991	1.372884	1.376474	1.382431	1.393173	1.409866	1.437249	1.490476	1.597438	2.042687	1.595541	1.482897	1.417204	1.364506	1.319483	1.281446
1.324579	1.324169	1.326061	1.330934	1.339562	1.353308	1.375696	1.415606	1.484045	1.595493	1.952282	1.590500	1.493297	1.428885	1.377668	1.335703
1.279672	1.278542	1.279516	1.283262	1.290473	1.302280	1.321524	1.355060	1.409414	1.482814	1.590500	1.950133	1.606687	1.509638	1.446454	1.398044
1.242891	1.241267	1.241597	1.244550	1.250773	1.261267	1.278518	1.308468	1.356223	1.417091	1.493297	1.606687	1.956953	1.613421	1.520897	1.461246
1.208654	1.206653	1.206470	1.208785	1.214212	1.223656	1.239361	1.266687	1.310104	1.364414	1.428885	1.509638	1.613421	1.976254	1.632782	1.540186
1.177193	1.174911	1.174326	1.176130	1.180914	1.189510	1.203980	1.229264	1.269464	1.319484	1.377668	1.446454	1.520897	1.632782	2.005641	1.659861
1.149581	1.147097	1.146199	1.147599	1.151870	1.159790	1.173279	1.196957	1.234680	1.281587	1.335703	1.398044	1.461246	1.540186	1.659861	2.058479
