2.588422	2.270784	2.178715	2.106066	2.042927	1.978331	1.886238	1.758410	1.652316	1.565746	1.489692	1.417563	1.358261	1.304727	1.255409	1.210973
2.270784	2.575046	2.244694	2.135404	2.059059	1.989265	1.895676	1.765952	1.657862	1.569655	1.492236	1.418877	1.358628	1.304321	1.254382	1.209464
2.178715	2.244694	2.571732	2.210138	2.091791	2.010646	1.914213	1.781431	1.670240	1.579518	1.499998	1.424731	1.362996	1.307446	1.256468	1.210701
2.106066	2.135404	2.210138	2.564299	2.174480	2.052932	1.948328	1.809828	1.693702	1.599133	1.516428	1.438276	1.374285	1.316833	1.264242	1.217132
2.042928	2.059059	2.091791	2.174480	2.516669	2.144278	2.006951	1.855139	1.731007	1.630890	1.543755	1.461639	1.394555	1.334489	1.279672	1.230696
1.978332	1.989265	2.010646	2.052931	2.144278	2.487182	2.121537	1.927548	1.787476	1.678625	1.585089	1.497433	1.426070	1.362401	1.304517	1.252969
1.886238	1.895676	1.914213	1.948328	2.006951	2.121537	2.567537	2.087411	1.894102	1.765405	1.659682	1.562239	1.483479	1.413622	1.350481	1.294532
1.758410	1.765952	1.781431	1.809828	1.855139	1.927548	2.087411	2.617839	2.114966	1.926825	1.794823	1.679554	1.587998	1.507579	1.435475	1.372006
1.652316	1.657862	1.670240	1.693702	1.731007	1.787476	1.894102	2.114966	2.536699	2.119402	1.942126	1.804987	1.699707	1.608414	1.527171	1.456043
1.565523	1.569583	1.579575	1.599193	1.631043	1.678632	1.765432	1.926761	2.119247	2.590752	2.112916	1.938529	1.816675	1.713779	1.623134	1.544253
1.489692	1.492236	1.499998	1.516428	1.543755	1.585089	1.659682	1.794823	1.942126	2.112787	2.487744	2.096317	1.946591	1.829517	1.728448	1.641134
1.417563	1.418877	1.424731	1.438276	1.461639	1.497433	1.562239	1.679554	1.804987	1.938405	2.096317	2.478805	2.112915	1.967454	1.851905	1.753997
1.358261	1.358628	1.362996	1.374285	1.394555	1.426070	1.483478	1.587998	1.699707	1.816610	1.946591	2.112915	2.482826	2.119680	1.977544	1.865754
1.304727	1.304321	1.307446	1.316833	1.334489	1.362401	1.413622	1.507579	1.608414	1.713791	1.829517	1.967454	2.119680	2.504962	2.138958	1.994313
1.255409	1.254382	1.256468	1.264242	1.279673	1.304517	1.350481	1.435475	1.527171	1.623217	1.728448	1.851905	1.977544	2.138958	2.547548	2.172861
1.210973	1.209464	1.210701	1.217132	1.230696	1.252969	1.294532	1.372006	1.456043	1.544350	1.641134	1.753997	1.865754	1.994313	2.172860	2.625381
