5.108695	4.799019	4.714037	4.648720	4.590536	4.528104	4.441465	4.331684	4.229733	4.140509	4.060405	3.985342	3.922424	3.863587	3.810395	3.761909
4.799019	5.091570	4.768013	4.670936	4.601606	4.534644	4.446673	4.336327	4.233693	4.143855	4.063230	3.987706	3.924424	3.865273	3.811828	3.763136
4.714037	4.768012	5.069713	4.729916	4.625295	4.548228	4.457635	4.346311	4.242633	4.151887	4.070497	3.994291	3.930468	3.870845	3.817005	3.767979
4.648720	4.670936	4.729916	5.036853	4.686806	4.575923	4.478121	4.364545	4.259141	4.167048	4.084558	4.007385	3.942794	3.882496	3.828086	3.778575
4.590536	4.601605	4.625295	4.686806	4.987961	4.638177	4.513659	4.393545	4.284905	4.190798	4.106802	4.028349	3.962751	3.901568	3.846410	3.796256
4.528104	4.534643	4.548228	4.575923	4.638177	4.940189	4.585487	4.440895	4.324513	4.226820	4.140514	4.060241	3.993244	3.930841	3.874653	3.823615
4.441465	4.446673	4.457635	4.478121	4.513659	4.585487	4.909520	4.539222	4.394679	4.288247	4.197420	4.114020	4.044730	3.980357	3.922515	3.870060
4.331684	4.336326	4.346312	4.364545	4.393546	4.440895	4.539222	4.887858	4.517447	4.383993	4.283547	4.194913	4.122156	4.054910	3.994680	3.940185
4.229733	4.233692	4.242633	4.259140	4.284905	4.324512	4.394679	4.517446	4.864903	4.506597	4.381630	4.284862	4.207839	4.137380	4.074566	4.017885
4.140567	4.143825	4.151843	4.167040	4.190822	4.226830	4.288226	4.383995	4.506611	4.921195	4.501121	4.381596	4.297948	4.223606	4.157972	4.098947
4.060405	4.063230	4.070497	4.084558	4.106802	4.140513	4.197420	4.283547	4.381631	4.501132	4.846016	4.498241	4.395480	4.314984	4.245797	4.184186
3.985343	3.987705	3.994291	4.007385	4.028349	4.060241	4.114020	4.194913	4.284863	4.381602	4.498241	4.852332	4.521027	4.418607	4.342942	4.277511
3.922424	3.924423	3.930468	3.942794	3.962751	3.993244	4.044730	4.122155	4.207840	4.297939	4.395480	4.521027	4.869448	4.536907	4.440736	4.368388
3.863587	3.865273	3.870846	3.882496	3.901569	3.930841	3.980358	4.054910	4.137381	4.223595	4.314984	4.418607	4.536907	4.901880	4.570421	4.473068
3.810395	3.811827	3.817005	3.828086	3.846410	3.874653	3.922516	3.994680	4.074567	4.157957	4.245797	4.342942	4.440736	4.570421	4.945154	4.611956
3.761909	3.763135	3.767980	3.778575	3.796257	3.823615	3.870061	3.940185	4.017886	4.098978	4.184186	4.277512	4.368388	4.473068	4.611956	5.013571
