Validation,mean r2
Validation1,0.655302389051494
Validation2,0.7808766989962419
Validation3,0.9026997883399069
Validation4,0.8039838005327985
Validation5,0.8186163517109782
Validation6,0.8785128797957227
Validation7,0.9549509513310812
Validation8,0.8693522729196244
Validation9,0.8894829365904964
Validation10,0.6146178717773308
