Validation,mean MAPE
Validation1,12.110533029161932
Validation2,14.249379657325767
Validation3,13.088345666674206
Validation4,14.715881280276193
Validation5,13.091733246804885
Validation6,13.522031589749739
Validation7,9.265733468619676
Validation8,11.278806660928725
Validation9,10.38788263780982
Validation10,13.788502401856828
