Validation,mean MAPE
Validation1,12.55660125089818
Validation2,13.542255503762062
Validation3,11.424856888743026
Validation4,14.144510892747176
Validation5,12.020084251039275
Validation6,12.517263421463936
Validation7,8.993356382496524
Validation8,12.183739384807927
Validation9,14.733244452488806
Validation10,9.63083010191464
