Validation,mean MAPE
Validation1,14.714279563847148
Validation2,13.425449117960827
Validation3,13.343554356780976
Validation4,14.552764172613704
Validation5,17.46431019040518
Validation6,12.113078595452855
Validation7,7.821335225200567
Validation8,10.588985304717902
Validation9,22.208468226663822
Validation10,10.815799583659008
