Validation,mean r2
Validation1,0.8641013155999139
Validation2,0.8027749794003267
Validation3,0.7766004424217239
Validation4,0.6908577283447563
Validation5,0.8578082622187722
Validation6,0.8544400198141966
Validation7,0.9186860057711445
Validation8,0.8425506109573482
Validation9,0.9517689911981544
Validation10,0.7786013954427251
