Validation,mean r2
Validation1,0.867363407
Validation2,0.826772081
Validation3,0.898174895
Validation4,0.830165211
Validation5,0.888008936
Validation6,0.835906186
Validation7,0.8611612190000001
Validation8,0.8851916040000001
Validation9,0.9140242190000001
Validation10,0.8173341359999999
