Validation,mean r2
Validation1,0.6677588989771883
Validation2,0.7457148601669044
Validation3,0.8734513949337881
Validation4,0.8605682257700078
Validation5,0.8820832916814596
Validation6,0.811898249783079
Validation7,0.8808439508913948
Validation8,0.89920548973637
Validation9,0.907378766896996
Validation10,0.7045754144430247
