# p0, p1, p2, p3, p4, resistivity (kohm.cm)
    2.2681,   24.0186,    0.8992,    8.2293,    4.2750,   12.5614
    2.1743,   27.7696,    0.9137,    8.7685,    4.2253,    8.8095
    2.3803,   24.4079,    0.8770,    8.0917,    3.7475,   12.0651
    2.2156,   24.2902,    0.9340,    8.6714,    4.2570,   12.2118
    2.4811,   29.8095,    0.9132,    7.8219,    3.9365,    7.4573
    2.2445,   19.6240,    0.9334,    7.7368,    4.5018,   21.4200
    2.1584,   26.0762,    0.9206,    8.2247,    4.4916,   10.2496
    2.1641,   18.9260,    0.9359,    7.9788,    4.2579,   23.7177
    2.2988,   26.4724,    0.8969,    8.3553,    4.0680,    9.8811
    2.3751,   25.7049,    0.8760,    8.8498,    4.0775,   10.6148
    2.4066,   23.3899,    0.9180,    8.5202,    4.8628,   13.4337
    2.1244,   28.6869,    0.9289,    8.3643,    4.0554,    8.1575
    2.1555,   17.7196,    0.9521,    9.0969,    3.5503,   28.7182
    2.3051,   16.5667,    0.9039,    8.9118,    3.8930,   35.2360
    2.4124,   24.7535,    0.9036,    9.0598,    4.4533,   11.6496
    2.2534,   22.1176,    0.8602,    7.3445,    4.5150,   15.5181
    2.2799,   14.8647,    0.9502,    8.7629,    3.9717,   50.1688
    2.2430,   14.2515,    0.9183,    8.6920,    3.9018,   58.1079
    2.1208,   26.3072,    0.9411,    8.5845,    4.0460,   10.0323
    2.4829,   29.1357,    0.9531,    8.7515,    4.6661,    7.8657
    2.1723,   17.0702,    0.9242,    8.7505,    4.0102,   32.1304
    2.4802,   27.4763,    0.8670,    8.7000,    4.4453,    9.0354
    2.3448,   25.0177,    0.8956,    8.3064,    4.6562,   11.3469
    2.2065,   26.7714,    0.9162,    7.9422,    3.7910,    9.6167
    2.1923,   20.4252,    0.8841,    7.9044,    3.9742,   19.1865
    2.3340,   16.3694,    0.9398,    8.5429,    3.5667,   36.5825
    2.2419,   19.0480,    0.9190,    8.6031,    3.8781,   23.2890
    2.3374,   26.4368,    0.9305,    8.8725,    4.4701,    9.9134
    2.3298,   26.0052,    0.8799,    8.7136,    3.9358,   10.3179
    2.3026,   25.7778,    0.8592,    7.8866,    3.7137,   10.5415
    2.3832,   26.0579,    0.9384,    7.8002,    4.0677,   10.2671
    2.4131,   24.5116,    0.9113,    7.9810,    4.2655,   11.9379
    2.3333,   16.8670,    0.9296,    8.5528,    3.5640,   33.3301
    2.4547,   23.8160,    0.8458,    8.2374,    4.0728,   12.8327
    2.3011,   21.7359,    0.8484,    7.4216,    4.1086,   16.2433
    2.2433,   27.2898,    0.8777,    8.0337,    4.0632,    9.1837
    2.1458,   20.4880,    0.8738,    7.6353,    3.9034,   19.0269
    2.3774,   16.9677,    0.9187,    8.6542,    3.9559,   32.7269
    2.2750,   21.1031,    0.8816,    7.9857,    4.5625,   17.5687
    2.2852,   15.9088,    0.9256,    7.8786,    4.5154,   40.0602
    2.2444,   16.2511,    0.9447,    8.8956,    3.6563,   37.4289
    2.2940,   15.9573,    0.9339,    9.1875,    3.6840,   39.6703
    2.2352,   20.3993,    0.9536,    7.5943,    4.2017,   19.2529
    2.2532,   15.5291,    0.9435,    8.6723,    4.0790,   43.3332
    2.2625,   23.2771,    0.9081,    8.6637,    3.8283,   13.6004
    2.3826,   19.0067,    0.8675,    7.6955,    3.6757,   23.4326
    2.4724,   15.5446,    0.9550,    7.4724,    4.6403,   43.1914
    2.3383,   16.3510,    0.9394,    7.6843,    4.3203,   36.7125
    2.1558,   27.9533,    0.9492,    8.2422,    4.5976,    8.6726
    2.2832,   16.0098,    0.9205,    7.5194,    3.9524,   39.2547
    2.4025,   22.4378,    0.8330,    7.7084,    3.9343,   14.9479
    2.3475,   18.2100,    0.9342,    7.5117,    3.9771,   26.5023
    2.3031,   17.4112,    0.9257,    8.6004,    3.5816,   30.2638
    2.3657,   27.5992,    0.8998,    8.3893,    4.4141,    8.9396
    2.2998,   24.7458,    0.8880,    8.4125,    4.1011,   11.6585
    2.2923,   21.6798,    0.9001,    8.0859,    3.9689,   16.3543
    2.1799,   17.7678,    0.9028,    7.9015,    3.5537,   28.4877
    2.3152,   16.4169,    0.9460,    8.8178,    3.5736,   36.2508
    2.3762,   22.0638,    0.9089,    8.5814,    3.9987,   15.6173
    2.3613,   23.7330,    0.9308,    8.4179,    4.6584,   12.9464
    2.3823,   29.2793,    0.8504,    8.4717,    4.1877,    7.7758
    2.1432,   29.0135,    0.9429,    8.1361,    4.0749,    7.9435
    2.4968,   26.0171,    0.8840,    8.3350,    4.2044,   10.3064
    2.0452,   31.4866,    0.9134,    7.5352,    4.8453,    6.5738
    2.1015,   26.9380,    0.9149,    8.0658,    4.3438,    9.4741
    2.2215,   16.8159,    0.9226,    8.2083,    3.6539,   33.6430
    2.4278,   28.9140,    0.9565,    7.6812,    3.8397,    8.0078
    2.2966,   16.6664,    0.9195,    8.9245,    3.7398,   34.5846
    2.3396,   23.3441,    0.8953,    8.3000,    4.6139,   13.5011
    2.2697,   29.2976,    0.9072,    7.8544,    4.1848,    7.7644
    2.3050,   16.8451,    0.9180,    8.7607,    3.7950,   33.4634
    2.3678,   24.8735,    0.9562,    8.5146,    4.1620,   11.5105
    2.3961,   28.5817,    0.8578,    7.7430,    3.8018,    8.2284
    2.4224,   21.4030,    0.8341,    7.7565,    4.0305,   16.9203
    2.3449,   28.7890,    0.8466,    7.5878,    4.1435,    8.0897
    2.2404,   30.9130,    0.9290,    8.8174,    4.3965,    6.8566
    2.1215,   26.6536,    0.9506,    9.4616,    4.1715,    9.7196
    2.1582,   20.3008,    0.9040,    7.5456,    3.9461,   19.5086
    2.3295,   21.6894,    0.8671,    8.2988,    3.9921,   16.3353
    2.3748,   27.8064,    0.9197,    8.8741,    4.6898,    8.7818
    2.3395,   18.2047,    0.8812,    7.6095,    3.5883,   26.5250
    2.2944,   32.1190,    0.8729,    7.5704,    4.6353,    6.2826
    2.4194,   22.4624,    0.9034,    8.9733,    4.3926,   14.9056
    2.2676,   29.6687,    0.8998,    8.3670,    3.9913,    7.5399
    2.3764,   28.5799,    0.8536,    7.7270,    3.7734,    8.2296
    2.2713,   15.4395,    0.9147,    9.0389,    3.9341,   44.1674
    2.4521,   22.6554,    0.9599,    8.1543,    4.6449,   14.5791
    2.2673,   27.6858,    0.9010,    8.4167,    3.7602,    8.8732
    2.1542,   26.1672,    0.9556,    9.0707,    4.7478,   10.1631
    2.0215,   17.9948,    0.8955,    7.4047,    3.8292,   27.4404
    2.4875,   22.5947,    0.8983,    8.3314,    3.8239,   14.6805
    2.4316,   21.6848,    0.9465,    8.4512,    4.0720,   16.3444
    2.1963,   16.0152,    0.9171,    9.1268,    3.9650,   39.2124
    2.2901,   27.8661,    0.9071,    8.9569,    4.0612,    8.7372
    2.4190,   29.0093,    0.9123,    7.7297,    3.8637,    7.9463
    2.3333,   26.1011,    0.9391,    9.0331,    4.4023,   10.2258
    2.3451,   18.2484,    0.9106,    8.7815,    4.0270,   26.3402
    2.3921,   21.6260,    0.8596,    8.5135,    3.9773,   16.4620
    2.1077,   21.0645,    0.8638,    7.4069,    3.5319,   17.6550
    2.2562,   14.9523,    0.9465,    9.1596,    4.0168,   49.1736
    2.4376,   20.4362,    0.9486,    7.8596,    3.9093,   19.1583
    2.2653,   25.9448,    0.9221,    8.3160,    4.7583,   10.3765
    2.1657,   19.7005,    0.9290,    7.3819,    3.6351,   21.1895
    2.3903,   21.2684,    0.8529,    7.3511,    4.4724,   17.2065
    2.2570,   18.5387,    0.9552,    9.2963,    3.9939,   25.1638
    2.3639,   20.6037,    0.9446,    8.5420,    4.4296,   18.7384
    2.3870,   17.9677,    0.8449,    7.7637,    3.8797,   27.5622
    2.1851,   23.3448,    0.9404,    9.2345,    4.3718,   13.4999
    2.2864,   23.7588,    0.9576,    7.5329,    3.5461,   12.9109
    2.2155,   19.2869,    0.9499,    7.9493,    3.8701,   22.4840
    2.1094,   26.5855,    0.9382,    8.5931,    4.5117,    9.7798
    2.2161,   19.4716,    0.8942,    8.4785,    4.1010,   21.8909
    2.3045,   23.0090,    0.9251,    8.1722,    4.6201,   14.0093
    2.1436,   23.3731,    0.8879,    7.8186,    3.8594,   13.4585
    2.0699,   22.3953,    0.9375,    8.0461,    3.7032,   15.0218
    2.0301,   20.1433,    0.9199,    7.7295,    4.2609,   19.9290
    2.2176,   16.8651,    0.9477,    9.0610,    3.6322,   33.3412
    2.3211,   26.9475,    0.9509,    8.9880,    4.7234,    9.4661
    2.3096,   26.1485,    0.8566,    7.7171,    4.1718,   10.1808
    2.2657,   24.4262,    0.8960,    7.7264,    4.3428,   12.0425
    2.1460,   23.9627,    0.8878,    8.0696,    3.8207,   12.6354
    2.2117,   15.7313,    0.8944,    7.8209,    3.7051,   41.5400
    2.3270,   29.6418,    0.8663,    8.4248,    4.0876,    7.5558
    2.2375,   28.3678,    0.9523,    8.2989,    4.3788,    8.3755
    2.3524,   23.8023,    0.9345,    8.3380,    4.5553,   12.8513
    2.0384,   19.8640,    0.9351,    7.3461,    3.7726,   20.7099
    2.4488,   30.0719,    0.8741,    7.7708,    4.0063,    7.3072
    2.3688,   21.3570,    0.9068,    8.4674,    3.8630,   17.0171
    2.2307,   22.0719,    0.8587,    7.4729,    4.2709,   15.6022
    2.1991,   27.3539,    0.8801,    8.5177,    3.8242,    9.1323
    2.2133,   26.9491,    0.8737,    8.3128,    3.6837,    9.4648
    2.0894,   20.6092,    0.9135,    7.4126,    4.3886,   18.7248
    2.2779,   24.9536,    0.9323,    8.3432,    3.7226,   11.4192
    2.3761,   26.6461,    0.9407,    8.4960,    4.3209,    9.7261
    2.3714,   20.4382,    0.9118,    8.5545,    3.7535,   19.1533
    2.1169,   22.9497,    0.9045,    7.7521,    3.5935,   14.1025
    2.0252,   23.5437,    0.9205,    8.3747,    3.8345,   13.2119
    2.1264,   29.1540,    0.9551,    7.8963,    4.2570,    7.8541
    2.2766,   23.8408,    0.9172,    7.9837,    3.9135,   12.7989
    2.2271,   29.6866,    0.9486,    9.0017,    4.4875,    7.5293
    2.2891,   16.4563,    0.8972,    7.8055,    3.7605,   35.9796
    2.1670,   23.0486,    0.9010,    8.5174,    3.9695,   13.9478
    2.0702,   27.9611,    0.8793,    7.6844,    3.8539,    8.6668
    2.2474,   27.2597,    0.9079,    7.8773,    4.2440,    9.2080
    2.2517,   17.2340,    0.9327,    9.2529,    3.5940,   31.2121
    2.2798,   20.7198,    0.8592,    7.7841,    3.8468,   18.4559
    2.3878,   21.7371,    0.9269,    8.4292,    3.7443,   16.2410
    2.3821,   27.2835,    0.9186,    8.2360,    4.2909,    9.1887
    2.3774,   20.6633,    0.9079,    7.3841,    4.1241,   18.5925
    2.2725,   23.1188,    0.9331,    8.7481,    4.6245,   13.8395
    2.1743,   17.0171,    0.9549,    9.1574,    3.8411,   32.4375
    2.2074,   17.1840,    0.9514,    8.9651,    3.6447,   31.4877
    2.4165,   27.3540,    0.9573,    8.0350,    4.1827,    9.1322
    2.2547,   21.7068,    0.8774,    7.7268,    4.4086,   16.3008
    1.9942,   19.0190,    0.9414,    7.5675,    3.6714,   23.3896
    2.2909,   23.5606,    0.9341,    7.8934,    3.5397,   13.1878
    2.2536,   27.8379,    0.9056,    8.0733,    3.7858,    8.7582
    2.4054,   16.1971,    0.9116,    7.7988,    4.4926,   37.8261
    2.3458,   28.4541,    0.9505,    8.3243,    4.2378,    8.3157
    2.0829,   27.7582,    0.8904,    8.0398,    3.8277,    8.8181
    2.0950,   16.7725,    0.9340,    8.8824,    3.6557,   33.9121
    2.2223,   21.8031,    0.8778,    7.4219,    4.0862,   16.1117
    2.0765,   26.5213,    0.9533,    8.4370,    3.9992,    9.8372
    2.4907,   22.5316,    0.8523,    7.5698,    4.5776,   14.7872
    2.2289,   23.3596,    0.9481,    7.7719,    4.4848,   13.4782
    2.1678,   25.4622,    0.9435,    8.7046,    4.6856,   10.8647
    2.2068,   16.6501,    0.9285,    9.3841,    3.6817,   34.6895
    2.2752,   27.6527,    0.8991,    8.8135,    4.5487,    8.8984
    2.3333,   18.7498,    0.9377,    9.2971,    4.1772,   24.3588
    2.0420,   20.0222,    0.9562,    7.9823,    4.2006,   20.2617
    2.2724,   25.2788,    0.9303,    9.1119,    4.6231,   11.0597
    2.2136,   22.8318,    0.8816,    8.0363,    3.8074,   14.2906
    2.4165,   30.1576,    0.8665,    8.1004,    4.0695,    7.2592
    2.4144,   22.1310,    0.9364,    8.3535,    4.4883,   15.4936
    1.9857,   23.2033,    0.9184,    7.8962,    3.5990,   13.7111
    2.2752,   20.2080,    0.9386,    8.8391,    4.3446,   19.7547
    2.1690,   25.6973,    0.9477,    8.3200,    4.3528,   10.6225
    2.4376,   19.6440,    0.8201,    7.5174,    3.8587,   21.3596
    2.2799,   16.7197,    0.8798,    8.3700,    4.0364,   34.2438
    2.3651,   21.1956,    0.8570,    7.8252,    4.0855,   17.3645
    2.4594,   24.6753,    0.8526,    8.2381,    4.3744,   11.7415
    2.2993,   22.9843,    0.8856,    8.9780,    3.8924,   14.0481
    2.3414,   27.2101,    0.9513,    7.7118,    3.7061,    9.2482
    2.1074,   16.1702,    0.8933,    7.7768,    3.8536,   38.0261
    2.4048,   23.1279,    0.9579,    8.0459,    4.7581,   13.8257
    2.3435,   21.6688,    0.8811,    8.2115,    4.1254,   16.3763
    2.1910,   26.5150,    0.9595,    9.1772,    4.2705,    9.8428
    2.3021,   27.3975,    0.9155,    8.9138,    4.4993,    9.0975
    2.1943,   17.9493,    0.9297,    9.1521,    4.1138,   27.6456
    2.3018,   23.6106,    0.9557,    8.8490,    4.9171,   13.1171
    1.9918,   18.7564,    0.9331,    7.8178,    3.8160,   24.3344
    2.1058,   23.9365,    0.9200,    8.9146,    3.8036,   12.6703
    2.3090,   15.0097,    0.9137,    8.9236,    4.0872,   48.5394
    2.0110,   23.4778,    0.8878,    7.6321,    3.5635,   13.3062
    2.0262,   25.9211,    0.9418,    8.1850,    3.8188,   10.3997
    2.3949,   16.3078,    0.9302,    8.7268,    3.6198,   37.0195
    2.3290,   22.1150,    0.9580,    8.0901,    3.7921,   15.5227
    2.3579,   26.8058,    0.9232,    8.4620,    4.5057,    9.5870
    2.2451,   21.4889,    0.9227,    8.4755,    4.0217,   16.7414
    2.4341,   27.2514,    0.8945,    8.6316,    4.1830,    9.2147
    2.1740,   27.4953,    0.9075,    7.6634,    4.1249,    9.0204
    2.1751,   17.3017,    0.9523,    9.0277,    3.8165,   30.8445
    2.0746,   20.1436,    0.9466,    7.5286,    3.5978,   19.9281
    2.0630,   28.6346,    0.9562,    9.1118,    4.2827,    8.1927
    2.4578,   16.7364,    0.9374,    7.8281,    3.8196,   34.1385
    2.2841,   21.2367,    0.9119,    7.7289,    4.5796,   17.2751
    2.2782,   26.0404,    0.8789,    8.4224,    3.5841,   10.2839
    2.2168,   17.4819,    0.9495,    8.9778,    3.7016,   29.8982
    2.3550,   21.3036,    0.8907,    8.7502,    4.4514,   17.1309
    2.2803,   29.2249,    0.9079,    8.2711,    4.4889,    7.8097
    2.2923,   26.6400,    0.9162,    7.6666,    4.4394,    9.7316
    2.1898,   21.6910,    0.9408,    8.4853,    4.1612,   16.3320
    2.1939,   24.9597,    0.9194,    8.5194,    3.9846,   11.4123
    2.3594,   16.6716,    0.8768,    7.5227,    3.8339,   34.5510
    2.4319,   27.7587,    0.8619,    8.3096,    4.3154,    8.8178
    2.3495,   27.4781,    0.9197,    8.1079,    3.8326,    9.0339
    2.1650,   26.4523,    0.9385,    8.8425,    4.4168,    9.8993
    2.4314,   26.7401,    0.9088,    8.3459,    4.0317,    9.6439
    2.2612,   16.7875,    0.8798,    7.3598,    3.5687,   33.8183
    2.4313,   22.8463,    0.8814,    8.4115,    4.3935,   14.2671
    2.3737,   30.4504,    0.8255,    7.7035,    3.7504,    7.0989
    2.1612,   16.7503,    0.9107,    8.3582,    3.5832,   34.0511
    2.2929,   18.7072,    0.8882,    8.1057,    3.8659,   24.5181
    2.3226,   23.0267,    0.9087,    8.5186,    4.7885,   13.9818
    2.4272,   24.0917,    0.9033,    8.7228,    4.6162,   12.4658
    2.0418,   27.0325,    0.9455,    8.0766,    3.6869,    9.3947
    2.2624,   21.1240,    0.8633,    7.5459,    4.3278,   17.5221
    2.1609,   25.6576,    0.8963,    8.3583,    3.8891,   10.6628
    2.1979,   18.1663,    0.8997,    8.4965,    3.7996,   26.6889
    2.1882,   25.2585,    0.9120,    8.2742,    4.2732,   11.0816
    2.2245,   30.1262,    0.8918,    7.6387,    4.6180,    7.2767
    2.4029,   22.1927,    0.8817,    8.5958,    4.1530,   15.3813
    2.4980,   23.7614,    0.8665,    8.0767,    4.2828,   12.9073
    2.2160,   20.8106,    0.9591,    8.1366,    3.8950,   18.2394
    2.3156,   19.4798,    0.8609,    7.6601,    3.9523,   21.8652
    2.1779,   17.9723,    0.9365,    8.7988,    4.0571,   27.5416
    2.2627,   26.0360,    0.9219,    9.2663,    4.4203,   10.2881
    2.2644,   30.5631,    0.9143,    8.0711,    4.4970,    7.0386
    2.3338,   18.4831,    0.8533,    7.3469,    3.6187,   25.3827
    2.0871,   19.0131,    0.9181,    7.4514,    3.7146,   23.4105
    2.1530,   22.3715,    0.9123,    8.2383,    4.0266,   15.0633
    2.2147,   27.8121,    0.9532,    8.5737,    4.4624,    8.7775
    2.3428,   21.9431,    0.9012,    8.2446,    3.9558,   15.8431
    2.0761,   18.9294,    0.9463,    7.5540,    3.7947,   23.7056
    2.2855,   29.6801,    0.8971,    8.5620,    4.3068,    7.5331
    2.0464,   19.6145,    0.9409,    7.7399,    4.3351,   21.4490
    2.3702,   16.2890,    0.9238,    8.8121,    3.5460,   37.1544
    2.1742,   28.6040,    0.9531,    8.7449,    4.3130,    8.2133
    2.4842,   17.2105,    0.8866,    8.1020,    4.4945,   31.3410
    2.4079,   27.1539,    0.9313,    8.4402,    3.9002,    9.2942
    2.2337,   23.4055,    0.9377,    8.5024,    4.2920,   13.4110
    2.2249,   30.4966,    0.9124,    8.6771,    4.1880,    7.0740
    2.1780,   24.8929,    0.9339,    7.9038,    4.0606,   11.4883
    2.2938,   24.2522,    0.9413,    8.4212,    3.9652,   12.2598
    2.1585,   15.9611,    0.8851,    7.9540,    3.7417,   39.6394
    2.4412,   28.0664,    0.9081,    7.8031,    4.0431,    8.5899
    2.1351,   16.5570,    0.9599,    8.3461,    3.5398,   35.3003
    2.4699,   21.4897,    0.8840,    8.3662,    3.7424,   16.7397
    2.3725,   29.7037,    0.9591,    8.5587,    4.2123,    7.5192
    2.0581,   23.7027,    0.9268,    7.4295,    3.7234,   12.9883
    2.3997,   24.8781,    0.9535,    8.5185,    4.9466,   11.5053
    2.3558,   23.1994,    0.8805,    7.5033,    4.0931,   13.7170
    2.3310,   15.5627,    0.9451,    8.8579,    3.6543,   43.0272
    2.2280,   20.8021,    0.9358,    7.9607,    4.2224,   18.2596
    2.2706,   29.8836,    0.8859,    8.0114,    4.2075,    7.4144
    2.3900,   16.5241,    0.8811,    7.9203,    4.7592,   35.5197
    2.4592,   15.5823,    0.9150,    8.3251,    3.6424,   42.8497
    2.2246,   14.4784,    0.9298,    8.3262,    4.0989,   54.9543
    2.3738,   23.7801,    0.8640,    7.4120,    3.7412,   12.8816
    2.4448,   22.4875,    0.8791,    7.8529,    3.9815,   14.8625
    2.2832,   22.0148,    0.8454,    7.6775,    3.6647,   15.7084
    2.4275,   17.1483,    0.9227,    8.5591,    3.6354,   31.6873
    2.2894,   27.3075,    0.8781,    8.3322,    4.2659,    9.1695
    2.2867,   27.4454,    0.9344,    8.6394,    4.2016,    9.0596
    2.4735,   24.3617,    0.8731,    7.8805,    4.6626,   12.1223
    2.2742,   27.2183,    0.9276,    9.2777,    4.4789,    9.2416
    2.2873,   15.4731,    0.9495,    8.0128,    3.8917,   43.8514
    2.3929,   33.0852,    0.8517,    7.7633,    4.5566,    5.8752
    2.2376,   28.4455,    0.9445,    8.8727,    3.8915,    8.3216
    2.3869,   26.2259,    0.8413,    7.9032,    4.0204,   10.1079
    2.1713,   27.3807,    0.9389,    8.0101,    4.1553,    9.1110
    2.3817,   21.4290,    0.8564,    7.7950,    4.1758,   16.8659
    2.2852,   26.6306,    0.8910,    7.7907,    4.1110,    9.7399
    2.1405,   19.9165,    0.8951,    7.7867,    4.1873,   20.5594
    2.1194,   30.4419,    0.8981,    8.1256,    4.1368,    7.1034
    2.2617,   27.8750,    0.8718,    7.6711,    4.4303,    8.7305
    2.4375,   26.4061,    0.8963,    9.1114,    4.7000,    9.9414
    2.3451,   27.3322,    0.9135,    8.8167,    4.7378,    9.1496
    2.1539,   27.0821,    0.8604,    7.5213,    3.8759,    9.3534
    2.3412,   18.9899,    0.8960,    7.5240,    4.2275,   23.4915
    2.2554,   26.8477,    0.9304,    8.0557,    4.1810,    9.5509
    2.0935,   23.8810,    0.9528,    7.6616,    3.9026,   12.7447
    2.4279,   22.7795,    0.9470,    8.5973,    4.1416,   14.3751
    2.3704,   25.2764,    0.8940,    8.6796,    3.9456,   11.0622
    2.2086,   16.6897,    0.9392,    7.6655,    4.5204,   34.4349
    2.2934,   16.4225,    0.9323,    8.9675,    3.8010,   36.2121
    2.2581,   21.3029,    0.9052,    8.2457,    4.0669,   17.1325
    2.2804,   27.9530,    0.9547,    8.2314,    4.5346,    8.6728
    2.2833,   19.0333,    0.9157,    8.2587,    3.9172,   23.3398
    2.2825,   25.7717,    0.9582,    8.7255,    4.7976,   10.5476
    2.0821,   18.4975,    0.9466,    8.0811,    4.0132,   25.3254
    2.3261,   15.8706,    0.9518,    8.3322,    3.7293,   40.3713
    2.3364,   18.0334,    0.8681,    7.5026,    3.9057,   27.2684
    2.1609,   17.5193,    0.9140,    8.8504,    3.7010,   29.7073
    2.2087,   23.1677,    0.9268,    8.6479,    3.9245,   13.7650
    2.3886,   22.0003,    0.9463,    8.5559,    4.7889,   15.7355
    2.1176,   17.2783,    0.9274,    7.9738,    3.7087,   30.9708
    2.1212,   20.4141,    0.9250,    7.5278,    3.7710,   19.2149
    2.1350,   20.8666,    0.8876,    7.7856,    4.2165,   18.1078
    2.1021,   25.6757,    0.9328,    8.2793,    4.0383,   10.6444
    2.3255,   20.9881,    0.9456,    8.8048,    4.2161,   17.8276
    2.1871,   15.7256,    0.9145,    8.1871,    3.7713,   41.5896
    2.4613,   24.0953,    0.9337,    8.9147,    4.5830,   12.4611
    2.3560,   16.8086,    0.9590,    8.2337,    3.5524,   33.6879
    2.4496,   27.3002,    0.8923,    7.5817,    3.7898,    9.1753
    2.0951,   20.0168,    0.9450,    7.7977,    4.1465,   20.2767
    2.4939,   26.7872,    0.9075,    7.5619,    3.9535,    9.6031
    2.3165,   28.7225,    0.8926,    8.3615,    3.9917,    8.1338
    2.3549,   29.2890,    0.9354,    8.5440,    4.0602,    7.7697
    2.2850,   16.2906,    0.9533,    7.5019,    3.7135,   37.1431
    2.1912,   16.9941,    0.9513,    8.7097,    3.6856,   32.5714
    2.2083,   19.6271,    0.9480,    7.3813,    3.6361,   21.4107
    2.3121,   20.0014,    0.8731,    7.8004,    3.7937,   20.3198
    2.3950,   28.1906,    0.8495,    8.0110,    3.9891,    8.5005
    2.2933,   24.1697,    0.8711,    8.4571,    3.8614,   12.3650
    2.4784,   19.1226,    0.9188,    8.3449,    3.8035,   23.0327
    2.3374,   23.5093,    0.9389,    8.4178,    3.9143,   13.2610
    2.2816,   26.1040,    0.8600,    7.9729,    3.9031,   10.2230
    2.3451,   15.9584,    0.9446,    9.0480,    4.1805,   39.6615
    2.4315,   27.7111,    0.8947,    8.3654,    3.7600,    8.8539
    2.4800,   24.5460,    0.8935,    8.2918,    4.5061,   11.8963
    2.1903,   16.5530,    0.9240,    8.9968,    3.7871,   35.3268
    2.2799,   21.9341,    0.8417,    7.3448,    4.2221,   15.8602
    2.3251,   22.7176,    0.9077,    7.5714,    4.0480,   14.4763
    2.0850,   23.2234,    0.9562,    8.3377,    3.8341,   13.6807
    2.2869,   25.3037,    0.8768,    8.2116,    3.9406,   11.0328
    2.4044,   23.3667,    0.9394,    7.4995,    3.9206,   13.4678
    2.3257,   16.5744,    0.9322,    8.5958,    3.6913,   35.1850
    2.4269,   26.8553,    0.9506,    8.1628,    4.0621,    9.5445
    2.3257,   17.2355,    0.9040,    8.5491,    4.3269,   31.2040
    2.1622,   18.4077,    0.9550,    7.4526,    4.2790,   25.6841
    2.3528,   16.4466,    0.8612,    7.4638,    4.0721,   36.0459
    2.3282,   21.3682,    0.9262,    8.2704,    3.6451,   16.9936
    2.3389,   19.2435,    0.8809,    7.9861,    3.6489,   22.6269
    2.2866,   17.1681,    0.9438,    8.2904,    3.5946,   31.5762
    2.4902,   21.4798,    0.8685,    8.2234,    4.4768,   16.7602
    2.2293,   16.6905,    0.9146,    8.5686,    3.7488,   34.4300
    2.0628,   33.0145,    0.8931,    7.5353,    4.1409,    5.9036
    2.2755,   16.5415,    0.9270,    7.5493,    4.3468,   35.4031
    2.3625,   25.1398,    0.8724,    8.6529,    4.0410,   11.2111
    2.2128,   27.8170,    0.9219,    8.7437,    4.0962,    8.7739
    2.1289,   26.7257,    0.9531,    8.6188,    4.2210,    9.6564
    2.3488,   18.0142,    0.9359,    7.8771,    4.0699,   27.3540
    2.4151,   26.9106,    0.9069,    7.9352,    3.9407,    9.4974
    2.3460,   27.7157,    0.9098,    7.9310,    3.9501,    8.8504
    2.3694,   17.1413,    0.9496,    8.6513,    3.5790,   31.7268
    2.1619,   23.9299,    0.9413,    7.9026,    3.7508,   12.6791
    2.4803,   25.6672,    0.8469,    8.0789,    4.1576,   10.6530
    2.3089,   22.5867,    0.9585,    8.1109,    3.8003,   14.6941
    2.3566,   21.8495,    0.9106,    7.3779,    4.2693,   16.0221
    2.4397,   22.9898,    0.8804,    8.6447,    3.7650,   14.0394
    2.4247,   24.6766,    0.9508,    8.5327,    4.2249,   11.7400
    2.2574,   20.9591,    0.9127,    7.9951,    4.2359,   17.8939
    2.1398,   22.0406,    0.8776,    7.4971,    3.6279,   15.6602
    2.3485,   16.2892,    0.9543,    8.3170,    3.8321,   37.1533
    2.3469,   16.1020,    0.9581,    8.4639,    3.5738,   38.5410
    2.4887,   22.1321,    0.8729,    8.5108,    4.6341,   15.4915
    2.2224,   17.1034,    0.9321,    7.8363,    3.5681,   31.9409
    2.2891,   27.0692,    0.8754,    7.3672,    4.1887,    9.3641
    2.2605,   17.0166,    0.9543,    8.9718,    3.6510,   32.4400
    2.2251,   17.0236,    0.9107,    8.9057,    3.7315,   32.3994
    2.2813,   23.4949,    0.9023,    7.9933,    4.3764,   13.2816
    2.3524,   25.4795,    0.9442,    9.0110,    4.7431,   10.8466
    2.3661,   26.6285,    0.8856,    8.2069,    3.8588,    9.7417
    2.0782,   31.6376,    0.9158,    7.5347,    4.2261,    6.5024
    2.3849,   26.6277,    0.9278,    7.8576,    4.2530,    9.7424
    2.2000,   27.6462,    0.8582,    7.5817,    3.8282,    8.9034
    2.1493,   21.1962,    0.8974,    7.5033,    4.2863,   17.3633
    2.2847,   32.5188,    0.9052,    7.7572,    4.4442,    6.1088
    2.3914,   22.9668,    0.8930,    8.3009,    3.9181,   14.0756
    2.4297,   22.5694,    0.9061,    8.1948,    4.4745,   14.7232
    2.3301,   24.2621,    0.9210,    8.8062,    4.7670,   12.2473
    2.2277,   27.9446,    0.9467,    8.4608,    4.6446,    8.6790
    2.4915,   22.8073,    0.9369,    8.1342,    4.5260,   14.3301
    2.2759,   27.1134,    0.8963,    7.4211,    4.3691,    9.3275
    2.3375,   26.9951,    0.9321,    8.7099,    4.3844,    9.4260
    2.4043,   28.0949,    0.9225,    8.6845,    4.5363,    8.5693
    2.3653,   17.5867,    0.9293,    8.6987,    3.7314,   29.3685
