# p0, p1, p2, p3, p4, resistivity (kohm.cm)
    2.3654,   21.2489,    0.8513,    7.4377,    4.2248,   17.2486
    2.4720,   22.1422,    0.9231,    7.9814,    3.7646,   15.4731
    2.3847,   21.2567,    0.8579,    8.1515,    4.0471,   17.2317
    2.0785,   18.9562,    0.9362,    7.4862,    4.0400,   23.6104
    2.4734,   28.2526,    0.9118,    8.0181,    4.2028,    8.4564
    2.2731,   17.0765,    0.9147,    8.8107,    3.8701,   32.0945
    2.0074,   17.2350,    0.9261,    8.1843,    3.7619,   31.2065
    2.3734,   22.0328,    0.8334,    7.4994,    4.1520,   15.6747
    2.2881,   22.4221,    0.9271,    8.6475,    3.9191,   14.9751
    2.3903,   30.2088,    0.9566,    8.2335,    4.4068,    7.2307
    2.1743,   28.9490,    0.8819,    7.8732,    3.9100,    7.9851
    2.2011,   21.5979,    0.9275,    8.7353,    4.5550,   16.5187
    2.3442,   22.0460,    0.8938,    8.9483,    3.7961,   15.6501
    2.4709,   30.0345,    0.9544,    7.5097,    4.7026,    7.3283
    2.2958,   21.5758,    0.8754,    8.3160,    3.8083,   16.5634
    2.3793,   19.3606,    0.8517,    7.5051,    3.8573,   22.2444
    2.4349,   17.0611,    0.9494,    8.1405,    4.6110,   32.1827
    2.4460,   18.3870,    0.9404,    7.9469,    3.6472,   25.7682
    2.1814,   30.0547,    0.9011,    7.8385,    4.3912,    7.3169
    2.3004,   25.6840,    0.8975,    7.6312,    4.2754,   10.6360
    2.2676,   26.0459,    0.9326,    8.6983,    3.9677,   10.2787
    2.2955,   17.8164,    0.9254,    8.8304,    4.3002,   28.2582
    2.2683,   20.3190,    0.9597,    9.0431,    4.5077,   19.4610
    2.3470,   26.6540,    0.8793,    8.8803,    3.8916,    9.7192
    2.4403,   25.6435,    0.8896,    8.5399,    4.2732,   10.6771
    2.3844,   16.9724,    0.9176,    7.5099,    3.6870,   32.6993
    2.3809,   20.3152,    0.9280,    7.4901,    4.3438,   19.4710
    2.2872,   16.6024,    0.9214,    9.3645,    4.1049,   35.0005
    2.3569,   25.5526,    0.8583,    7.3473,    4.1353,   10.7705
    2.1952,   17.2285,    0.9462,    8.5919,    3.7189,   31.2421
    2.0726,   26.2935,    0.9462,    9.0272,    4.1350,   10.0449
    2.1733,   29.2930,    0.9280,    8.6908,    4.4978,    7.7673
    2.0938,   20.7089,    0.9044,    7.7887,    4.2191,   18.4821
    2.4239,   23.4520,    0.8945,    8.9404,    4.6221,   13.3435
    2.1988,   27.2627,    0.9260,    9.3745,    4.3080,    9.2055
    2.1021,   16.4068,    0.9156,    8.3708,    3.9447,   36.3214
    2.3501,   30.3668,    0.8946,    8.5074,    4.4069,    7.1441
    2.1602,   17.5031,    0.9234,    8.7031,    3.6834,   29.7898
    2.1790,   29.1006,    0.9375,    8.0790,    4.1776,    7.8879
    2.1955,   16.5363,    0.9501,    9.5496,    4.0272,   35.4379
    2.4789,   26.6369,    0.8757,    8.4427,    4.7026,    9.7342
    2.1964,   25.1222,    0.9063,    7.6903,    4.2875,   11.2305
    2.4334,   22.6752,    0.8741,    8.5576,    4.3059,   14.5463
    2.3948,   27.9591,    0.9450,    8.0248,    3.7923,    8.6683
    2.2229,   24.6177,    0.9112,    7.3754,    3.5371,   11.8100
    2.2073,   26.0003,    0.9588,    8.3747,    3.9455,   10.3227
    2.4354,   23.8385,    0.9004,    8.1632,    4.9182,   12.8021
    2.3186,   29.8173,    0.9128,    8.4057,    4.7124,    7.4528
    2.2480,   25.5304,    0.9421,    8.7928,    4.3878,   10.7935
    2.3127,   24.6966,    0.8363,    7.5887,    4.1625,   11.7164
    2.0133,   23.5271,    0.9219,    8.4459,    3.6974,   13.2356
    2.3314,   22.3888,    0.9476,    8.8308,    4.0565,   15.0331
    2.0382,   23.5242,    0.9575,    8.9301,    3.9491,   13.2396
    2.3324,   14.5982,    0.9118,    8.8400,    4.0171,   53.3960
    2.3195,   16.6123,    0.9412,    8.8993,    3.6281,   34.9357
    2.0745,   22.7782,    0.9570,    8.5901,    4.4748,   14.3772
    2.4064,   19.8081,    0.9190,    8.8443,    4.4900,   20.8721
    2.2261,   16.0570,    0.9215,    8.2408,    3.6318,   38.8868
    2.1501,   19.9351,    0.9104,    7.5433,    4.3741,   20.5067
    2.2013,   26.0184,    0.9285,    8.5994,    4.5592,   10.3051
    2.1716,   25.1719,    0.9038,    8.4334,    3.9203,   11.1759
    2.0660,   26.1213,    0.9320,    8.1169,    3.8821,   10.2065
    2.2086,   20.6996,    0.8624,    7.3823,    4.2237,   18.5046
    2.3369,   23.5336,    0.8642,    7.6972,    3.8927,   13.2262
    2.2867,   17.7958,    0.9590,    8.9979,    3.6070,   28.3550
    2.2506,   26.0434,    0.9128,    8.5064,    4.7166,   10.2811
    2.2298,   16.8038,    0.8883,    8.5000,    3.7035,   33.7173
    2.1039,   17.4442,    0.9498,    9.2902,    3.5897,   30.0924
    2.2800,   24.4229,    0.8921,    8.8915,    4.1356,   12.0465
    2.3993,   30.2587,    0.8765,    8.6607,    4.2147,    7.2032
    2.1961,   16.9447,    0.9453,    9.3568,    3.7032,   32.8631
    2.4163,   21.8532,    0.8824,    8.2786,    4.6608,   16.0149
    2.3100,   16.1895,    0.9243,    8.8361,    3.5577,   37.8820
    2.3056,   16.9644,    0.9156,    8.0099,    4.5016,   32.7464
    2.2327,   19.7390,    0.8866,    7.7062,    3.8297,   21.0752
    2.1966,   21.2234,    0.8634,    7.4617,    3.9247,   17.3039
    2.2628,   29.8510,    0.9159,    8.6267,    4.4216,    7.4332
    2.2907,   26.5557,    0.8588,    7.8599,    3.7479,    9.8063
    2.3661,   16.6366,    0.9295,    8.7874,    3.6677,   34.7769
    2.3014,   27.3381,    0.8622,    7.4327,    4.2847,    9.1449
    2.4454,   22.5951,    0.8622,    8.4727,    4.2292,   14.6800
    2.2812,   23.7508,    0.9358,    8.5520,    4.6802,   12.9219
    2.3002,   24.7013,    0.9365,    8.3297,    4.7675,   11.7108
    2.3425,   30.4424,    0.9047,    7.5748,    4.6756,    7.1032
    2.2309,   29.6594,    0.8987,    8.5207,    4.1777,    7.5454
    2.3201,   16.8112,    0.9347,    8.5657,    3.6404,   33.6719
    2.1808,   26.2998,    0.8584,    7.8131,    3.5493,   10.0390
    2.3210,   28.8543,    0.9129,    8.8125,    4.7097,    8.0468
    2.4663,   21.5611,    0.9042,    8.8866,    4.4854,   16.5934
    2.2588,   16.8042,    0.9443,    8.4547,    3.7063,   33.7148
    2.2499,   21.5935,    0.8871,    7.8758,    4.2905,   16.5276
    2.2651,   27.6870,    0.9279,    9.1287,    4.2341,    8.8722
    2.0217,   22.2117,    0.9521,    7.9371,    3.7432,   15.3470
    2.2152,   26.0835,    0.9067,    7.7128,    4.0034,   10.2426
    2.0662,   18.5578,    0.9241,    8.1698,    3.9602,   25.0892
    2.0844,   24.9131,    0.9453,    8.1628,    4.1121,   11.4652
    2.1971,   29.1909,    0.8892,    8.0586,    4.3640,    7.8310
    2.4751,   21.5416,    0.8443,    7.3984,    4.3155,   16.6332
    2.0015,   23.1442,    0.9287,    7.4670,    3.5946,   13.8008
    2.1106,   25.9042,    0.9140,    8.3193,    4.1074,   10.4163
    2.1455,   18.9465,    0.9231,    8.0942,    4.1204,   23.6449
    2.3030,   23.5204,    0.8669,    7.8637,    4.4656,   13.2451
    2.2776,   16.2963,    0.9528,    8.4991,    3.6846,   37.1018
    2.2096,   17.4451,    0.8907,    8.5928,    3.6772,   30.0875
    2.2991,   17.4935,    0.9484,    8.8330,    3.7994,   29.8391
    2.2220,   16.7678,    0.8959,    8.7159,    3.6966,   33.9410
    2.1343,   20.4287,    0.9232,    7.3407,    3.5771,   19.1774
    2.1125,   27.1233,    0.9547,    8.7191,    4.3530,    9.3194
    2.4635,   21.9883,    0.9376,    8.0248,    4.2551,   15.7579
    2.3536,   28.8708,    0.9103,    8.0369,    4.2356,    8.0360
    2.2447,   25.6021,    0.9092,    8.6773,    4.4773,   10.7195
    2.2386,   17.1660,    0.9145,    8.5481,    3.8070,   31.5883
    2.2472,   16.8368,    0.9153,    8.9781,    4.2789,   33.5139
    2.2113,   23.8158,    0.8845,    8.4326,    3.6828,   12.8329
    2.2917,   32.1865,    0.8847,    7.6591,    4.3795,    6.2527
    2.2412,   23.8645,    0.8975,    9.0512,    4.0658,   12.7668
    2.4585,   15.0824,    0.9421,    8.3799,    4.2212,   47.7533
    2.1100,   27.1694,    0.9552,    8.8580,    4.7545,    9.2815
    2.2657,   17.4404,    0.9553,    9.1771,    4.2423,   30.1122
    2.4252,   25.4157,    0.8888,    7.6964,    3.6220,   10.9136
    2.2883,   27.3717,    0.9161,    8.9169,    4.0399,    9.1181
    2.2912,   19.1818,    0.8507,    7.6187,    3.6809,   22.8326
    2.4312,   21.5652,    0.8625,    8.4834,    4.1962,   16.5851
    2.2546,   22.3116,    0.8756,    7.6852,    3.8497,   15.1686
    2.4192,   23.8825,    0.8941,    8.4222,    4.4337,   12.7426
    2.2171,   28.4168,    0.8676,    8.1489,    3.8849,    8.3414
    2.2967,   19.6633,    0.8933,    8.6522,    3.8241,   21.3012
    2.3483,   23.6992,    0.9101,    8.2835,    3.9304,   12.9932
    2.3816,   16.4339,    0.9223,    7.6147,    4.5244,   36.1333
    2.4600,   21.0573,    0.8880,    7.5364,    4.5868,   17.6712
    2.0836,   16.0970,    0.9431,    8.5547,    3.6908,   38.5787
    2.3417,   23.8965,    0.9417,    8.6786,    4.0558,   12.7238
    2.3694,   23.8252,    0.8926,    8.9866,    4.1485,   12.8202
    2.2733,   16.1323,    0.9350,    9.2709,    3.7017,   38.3107
    2.2111,   16.6248,    0.9138,    8.8213,    3.8640,   34.8538
    2.2742,   15.5974,    0.9523,    8.9112,    3.5581,   42.7144
    2.2458,   16.3119,    0.9371,    8.9983,    3.6951,   36.9900
    2.1866,   17.1717,    0.9188,    7.8818,    3.8169,   31.5566
    2.4689,   21.2925,    0.9495,    7.6953,    4.0405,   17.1547
    2.3149,   17.3303,    0.9090,    8.4249,    4.3821,   30.6908
    2.2488,   17.8820,    0.9119,    8.5747,    3.8470,   27.9529
    2.4581,   20.6928,    0.8880,    8.2159,    4.4048,   18.5211
    2.4428,   16.5118,    0.9168,    8.6776,    4.1931,   35.6024
    2.3397,   19.1841,    0.9086,    7.9486,    3.6887,   22.8249
    2.3890,   24.2957,    0.8301,    7.3722,    3.5550,   12.2049
    2.2270,   16.9156,    0.9006,    8.4949,    3.9911,   33.0368
    2.2948,   16.4596,    0.9339,    8.9286,    3.6116,   35.9567
    2.1018,   19.4014,    0.9521,    7.7931,    4.1770,   22.1135
    2.2355,   25.9300,    0.8895,    7.6629,    4.1059,   10.3910
    2.2305,   16.4015,    0.9595,    9.0647,    3.6637,   36.3579
    2.3612,   16.6248,    0.9317,    8.3928,    3.6481,   34.8539
    2.2818,   26.5609,    0.8933,    8.6811,    4.1991,    9.8017
    2.3281,   23.2049,    0.9530,    8.4226,    4.5909,   13.7086
    2.4658,   25.3007,    0.8560,    7.4272,    3.7096,   11.0361
    2.2232,   20.8707,    0.9578,    7.4047,    3.5940,   18.0984
    2.1564,   19.2974,    0.9496,    7.6501,    4.3215,   22.4495
    2.1823,   18.9212,    0.9562,    7.7199,    3.9111,   23.7346
    2.2748,   16.4678,    0.9463,    9.0528,    3.9851,   35.9011
    2.3325,   28.0579,    0.8527,    7.5689,    3.7583,    8.5960
    2.4298,   23.3223,    0.9021,    8.3492,    4.4625,   13.5332
    2.3061,   20.6137,    0.8878,    7.4655,    4.3261,   18.7139
    2.3913,   23.7793,    0.8798,    8.7631,    4.2388,   12.8827
    2.3780,   22.1823,    0.8511,    7.6612,    3.9340,   15.4002
    2.4109,   24.3078,    0.8633,    7.4925,    3.5833,   12.1896
    2.3980,   26.7551,    0.9331,    7.7354,    4.5552,    9.6309
    2.2874,   27.4209,    0.9481,    7.6508,    4.3731,    9.0790
    2.1077,   16.8175,    0.9282,    8.2025,    3.5927,   33.6328
    2.3374,   29.3243,    0.8978,    7.5077,    3.8361,    7.7479
    2.0574,   20.2447,    0.9121,    7.8185,    3.5414,   19.6566
    2.4502,   27.8026,    0.8712,    7.5584,    3.8684,    8.7847
    2.3034,   17.1435,    0.9211,    8.1778,    4.6546,   31.7140
    2.0878,   31.9431,    0.9090,    7.8087,    4.2961,    6.3615
    2.2967,   20.0753,    0.9096,    7.4194,    4.3972,   20.1147
    2.4003,   31.9535,    0.9007,    7.5282,    4.5408,    6.3569
    2.3879,   26.8958,    0.8882,    8.5824,    4.1358,    9.5099
    2.3400,   16.7285,    0.9414,    8.7607,    3.9409,   34.1881
    2.4143,   20.9355,    0.8372,    7.3973,    4.3770,   17.9482
    2.1451,   27.6277,    0.9294,    8.6482,    4.2357,    8.9177
    2.4589,   24.2937,    0.9139,    8.2871,    4.3303,   12.2074
    2.3390,   20.2729,    0.9260,    7.7696,    4.4646,   19.5821
    2.2662,   24.0911,    0.8917,    8.2449,    3.9979,   12.4666
    2.2684,   17.1734,    0.9551,    8.7591,    3.8460,   31.5470
    2.0619,   19.0667,    0.9543,    7.7573,    4.0815,   23.2242
    2.2554,   16.7479,    0.8934,    8.6291,    3.8143,   34.0659
    2.2249,   15.3649,    0.9548,    8.8603,    3.7583,   44.8809
    2.3113,   14.4089,    0.9407,    8.6119,    3.9565,   55.8908
    2.4558,   22.4190,    0.9445,    8.2592,    3.9272,   14.9806
    2.1336,   21.2211,    0.8878,    7.5568,    4.1775,   17.3089
    2.2917,   29.0421,    0.9191,    8.6547,    4.2302,    7.9252
    2.2948,   25.9729,    0.8913,    9.0263,    3.8198,   10.3492
    2.1864,   16.9106,    0.9365,    8.7205,    3.6695,   33.0665
    2.2430,   21.7969,    0.9492,    7.4962,    4.3139,   16.1238
    2.2444,   28.9941,    0.9560,    9.0950,    4.7512,    7.9560
    2.0521,   19.4670,    0.9539,    8.0145,    4.4773,   21.9056
    2.4432,   15.9163,    0.9232,    8.6296,    4.4593,   39.9992
    2.1465,   17.4874,    0.9250,    8.9628,    3.7411,   29.8703
    2.4699,   27.0338,    0.8794,    9.2528,    4.6562,    9.3936
    2.2212,   27.5276,    0.9166,    8.8038,    3.9140,    8.9952
    2.4838,   28.1574,    0.8986,    7.6405,    4.1290,    8.5242
    2.1809,   22.4404,    0.8880,    7.4290,    4.3324,   14.9435
    2.2513,   27.3463,    0.8752,    8.2286,    4.2556,    9.1384
    2.3406,   22.9593,    0.8325,    7.4883,    4.1051,   14.0874
    2.3083,   17.9322,    0.9023,    8.6074,    3.7015,   27.7234
    2.2722,   23.9218,    0.9227,    8.9948,    4.0578,   12.6900
    2.4130,   18.6009,    0.8847,    7.7105,    3.8144,   24.9222
    2.2960,   17.5418,    0.9565,    8.8526,    3.8884,   29.5939
    2.4758,   28.6678,    0.9200,    7.8461,    4.1577,    8.1704
    2.3568,   24.3564,    0.9529,    8.8952,    4.3151,   12.1289
    2.3409,   25.4416,    0.9543,    8.3754,    4.3416,   10.8863
    2.3942,   16.3072,    0.9335,    8.5775,    3.5893,   37.0237
    2.0980,   15.1161,    0.9225,    8.1973,    3.7213,   47.3957
    2.1277,   20.0483,    0.9578,    7.5111,    4.1466,   20.1893
    2.3420,   21.6215,    0.8919,    7.9358,    4.1291,   16.4711
    2.3422,   26.4700,    0.8872,    8.6746,    4.5463,    9.8834
    2.2112,   28.5635,    0.8845,    8.1925,    3.9409,    8.2408
    2.2503,   26.7222,    0.8660,    7.8630,    4.3210,    9.6594
    2.4166,   28.2236,    0.9483,    8.2332,    4.0404,    8.4770
    2.3157,   23.7906,    0.9069,    8.3862,    4.7508,   12.8673
    2.0672,   25.8413,    0.9524,    7.8388,    3.9390,   10.4783
    2.2041,   15.8176,    0.9301,    7.5817,    4.3878,   40.8102
    2.2783,   16.5029,    0.9313,    8.3185,    4.1766,   35.6626
    2.4811,   25.0816,    0.9411,    8.3996,    4.8853,   11.2755
    2.4469,   27.6854,    0.8966,    7.7488,    3.9373,    8.8734
    2.2147,   26.2506,    0.8950,    8.2132,    4.1076,   10.0848
    2.4407,   22.7290,    0.9051,    8.2189,    4.6078,   14.4576
    2.4590,   16.3543,    0.9342,    7.7669,    4.7825,   36.6888
    2.3688,   26.9453,    0.9056,    7.5892,    4.3565,    9.4679
    2.1594,   19.9054,    0.9043,    7.4210,    3.9762,   20.5911
