# p0, p1, p2, p3, p4, resistivity (kohm.cm)
    2.4480,   24.6754,    0.8656,    7.3850,    4.4241,   10.7631
    2.4204,   20.9101,    0.9224,    7.5252,    4.7438,   16.3498
    2.4280,   24.0122,    0.9584,    7.5624,    4.4458,   11.5053
    2.3646,   19.8555,    0.9055,    7.8314,    4.1125,   18.7658
    2.1619,   27.7995,    0.9324,    8.4705,    4.0694,    8.1054
    2.3061,   21.0238,    0.9103,    7.4016,    4.8315,   16.1191
    2.3052,   19.0012,    0.9033,    7.3927,    4.3576,   21.1645
    2.4597,   19.5951,    0.8788,    7.4484,    4.2087,   19.4495
    2.1081,   20.1334,    0.9191,    7.7686,    3.9383,   18.0770
    2.2909,   23.9616,    0.8896,    7.5293,    3.8052,   11.5653
    2.3982,   19.6334,    0.8877,    7.3611,    3.8696,   19.3463
    2.2111,   17.0266,    0.9058,    7.3648,    4.2083,   28.9986
    2.2126,   27.1425,    0.8910,    7.4227,    4.4930,    8.5714
    2.3891,   21.3869,    0.8807,    7.4174,    4.8507,   15.4152
    2.1213,   14.7732,    0.9431,    7.7053,    3.8578,   45.3587
    2.3657,   18.5191,    0.9235,    8.1210,    4.1815,   22.7391
    2.3297,   25.1412,    0.9501,    7.4650,    4.6144,   10.2859
    2.3177,   19.5978,    0.9370,    7.9564,    4.1894,   19.4422
    2.3769,   14.4342,    0.9172,    7.3714,    4.7563,   49.0651
    2.3978,   20.6295,    0.9570,    8.5448,    4.7158,   16.9426
    2.1173,   25.5965,    0.9283,    7.7647,    3.8047,    9.8510
    2.4939,   14.8472,    0.9310,    7.5598,    4.6080,   44.6079
    2.2498,   18.9358,    0.9091,    7.6212,    4.2825,   21.3676
    2.3004,   17.9043,    0.9225,    7.4588,    4.0242,   25.0318
    2.3528,   24.8888,    0.9555,    8.0525,    4.6746,   10.5403
    2.1954,   20.3380,    0.9284,    8.2058,    3.8157,   17.5950
    2.4394,   18.6643,    0.8920,    7.3967,    4.1250,   22.2458
    2.3214,   21.0300,    0.9250,    7.9781,    4.7363,   16.1066
    2.4490,   21.9038,    0.9009,    7.4228,    4.6343,   14.4935
    2.4134,   19.2252,    0.9094,    7.8244,    4.3007,   20.4905
    2.3071,   20.0958,    0.9098,    7.3647,    4.0609,   18.1679
    2.3242,   21.5136,    0.9452,    8.7521,    4.5480,   15.1809
    2.3811,   21.9432,    0.9453,    7.7363,    3.8843,   14.4269
    2.2912,   22.0700,    0.9110,    7.5917,    3.9829,   14.2156
    2.3818,   21.3828,    0.9226,    8.0015,    3.8747,   15.4227
    2.3973,   19.1350,    0.8589,    7.4886,    4.2874,   20.7577
    2.2154,   17.9970,    0.9477,    7.5453,    4.2306,   24.6633
    2.3653,   17.1067,    0.9174,    7.6619,    4.5860,   28.5968
    2.4743,   19.4872,    0.9202,    7.6594,    3.8006,   19.7444
    2.3109,   14.9766,    0.9308,    7.3899,    4.9009,   43.3420
    2.3597,   21.6262,    0.9543,    7.8080,    4.0065,   14.9772
    2.3474,   19.9082,    0.9463,    7.5546,    3.9029,   18.6321
    2.3006,   19.7549,    0.9241,    7.6868,    4.4087,   19.0254
    2.4273,   19.7628,    0.9085,    7.3751,    4.1120,   19.0048
    2.3420,   24.7201,    0.9038,    7.7984,    4.6949,   10.7159
    2.4345,   20.5792,    0.8971,    7.3491,    4.9406,   17.0525
    2.1806,   25.5737,    0.9029,    7.6636,    4.2504,    9.8721
    2.2459,   17.4669,    0.9300,    7.9610,    4.5887,   26.8939
    2.4676,   19.8390,    0.9055,    7.6417,    4.1562,   18.8078
    2.2112,   19.0945,    0.9592,    7.4075,    3.6346,   20.8797
    2.1030,   24.2669,    0.9382,    7.9467,    3.8697,   11.2110
    2.1297,   20.2405,    0.9504,    7.7621,    3.6143,   17.8221
    2.1210,   26.6444,    0.9537,    7.4512,    4.4346,    8.9536
    2.2869,   22.4063,    0.9452,    8.5142,    4.6627,   13.6784
    2.4863,   24.7945,    0.8923,    7.7372,    4.4776,   10.6379
    2.4665,   18.9640,    0.9138,    7.4858,    4.2106,   21.2798
    2.1014,   25.3531,    0.8935,    7.4985,    3.7491,   10.0798
    2.3949,   23.1844,    0.9230,    7.8095,    3.8292,   12.5513
    2.4421,   20.8460,    0.9140,    7.5980,    4.8362,   16.4825
    2.3608,   19.5972,    0.9197,    7.6012,    4.0336,   19.4438
    2.3968,   19.3262,    0.8918,    7.6819,    4.1782,   20.1977
    2.4477,   13.7848,    0.9294,    8.0397,    3.8695,   57.6502
    2.3369,   24.2329,    0.9298,    7.7166,    4.8599,   11.2496
    2.3131,   18.1147,    0.9171,    7.9707,    4.2846,   24.2076
    2.4601,   19.0856,    0.9570,    7.4337,    4.1018,   20.9064
    2.3976,   13.3400,    0.9564,    7.4759,    4.6134,   64.9870
    2.3640,   19.1585,    0.9230,    7.3944,    3.9692,   20.6878
    2.2628,   19.4162,    0.9263,    7.8385,    4.0918,   19.9422
    2.3568,   24.7871,    0.9098,    7.6338,    4.7879,   10.6455
    2.3850,   26.1069,    0.9373,    7.6863,    4.4236,    9.3970
    2.3996,   22.2888,    0.9449,    8.6523,    4.7487,   13.8624
    2.3705,   19.4476,    0.9085,    7.5398,    3.9731,   19.8545
    2.3752,   25.0575,    0.9164,    7.3943,    4.6821,   10.3693
    2.3730,   15.0014,    0.9024,    7.5154,    4.2461,   43.1061
    2.4428,   14.5027,    0.9497,    7.6135,    4.7883,   48.2781
    2.2741,   24.5656,    0.9544,    7.4728,    4.8635,   10.8808
    2.4560,   17.7684,    0.9582,    7.5447,    4.3225,   25.5882
    2.2847,   26.4773,    0.8920,    7.5816,    4.0981,    9.0878
    2.2317,   22.3128,    0.9454,    7.3901,    4.5966,   13.8245
    2.3348,   20.1109,    0.8920,    7.8574,    4.2584,   18.1314
    2.1982,   20.9853,    0.9523,    8.2066,    4.5737,   16.1966
    2.3634,   21.9548,    0.9253,    7.4785,    3.5988,   14.4074
    2.4437,   24.8550,    0.9240,    8.0411,    4.4309,   10.5751
    2.1172,   21.5856,    0.9102,    7.4575,    3.8648,   15.0501
    2.4918,   24.1921,    0.9188,    7.7162,    4.5110,   11.2962
    2.3280,   24.7656,    0.9511,    7.9799,    4.0102,   10.6680
    2.4707,   19.5102,    0.9173,    7.6604,    4.1123,   19.6810
    2.3949,   21.2166,    0.9458,    7.5407,    4.8292,   15.7391
    2.2305,   17.4169,    0.9512,    7.4066,    3.8760,   27.1206
    2.4384,   19.8907,    0.9084,    7.5532,    4.0275,   18.6762
    2.4266,   18.2471,    0.8918,    7.4503,    3.9363,   23.7107
    2.2077,   21.2136,    0.9585,    7.8843,    3.8806,   15.7449
    2.4976,   21.6006,    0.9111,    7.6500,    4.7934,   15.0232
    2.2978,   19.4727,    0.9453,    7.4898,    3.9060,   19.7847
    2.3815,   27.0491,    0.8729,    7.3519,    4.1377,    8.6411
    2.4405,   14.4146,    0.9372,    7.4454,    4.2230,   49.2939
    2.2382,   26.2303,    0.9317,    7.9431,    4.2300,    9.2922
    2.1688,   16.5935,    0.9422,    7.4048,    4.6353,   31.3345
    2.4088,   20.0737,    0.9524,    7.5472,    4.2266,   18.2215
    2.3766,   23.1141,    0.9493,    7.8063,    3.8687,   12.6470
    2.3780,   21.1825,    0.9210,    8.0749,    3.7565,   15.8053
    2.1596,   21.1649,    0.9553,    8.2129,    4.4348,   15.8395
    2.4021,   14.4670,    0.9311,    7.7155,    4.2913,   48.6858
    2.3508,   20.1072,    0.9458,    8.0830,    3.9297,   18.1402
    2.4671,   22.7604,    0.8988,    7.3618,    3.7359,   13.1465
    2.3627,   21.2058,    0.9299,    7.8595,    3.6828,   15.7601
    2.3323,   18.2030,    0.9260,    7.5229,    3.9116,   23.8747
    2.0265,   25.4098,    0.9580,    7.4586,    4.6801,   10.0258
    2.3494,   14.5054,    0.9349,    7.5955,    4.3569,   48.2486
    2.2508,   24.2238,    0.9055,    7.6849,    4.5394,   11.2600
    2.2358,   15.2578,    0.9384,    7.6574,    4.7415,   40.7784
    2.3014,   24.7150,    0.9429,    7.6998,    4.3035,   10.7212
    2.0695,   25.3942,    0.9461,    8.0025,    4.1593,   10.0407
    2.3467,   19.6688,    0.9267,    7.4418,    4.0293,   19.2519
    2.1296,   19.6757,    0.9296,    7.3522,    4.1360,   19.2337
    2.4359,   13.5027,    0.9352,    7.5509,    4.7406,   62.1407
    2.3285,   19.6004,    0.8848,    7.5249,    3.9816,   19.4351
    2.1055,   25.4153,    0.9521,    7.4595,    4.1206,   10.0206
    2.3020,   19.2165,    0.9133,    7.5900,    4.1712,   20.5160
    2.3927,   24.1658,    0.9401,    7.6148,    3.6818,   11.3264
    2.2821,   22.5190,    0.9220,    7.9307,    3.8806,   13.5054
    2.0818,   24.1554,    0.9417,    7.6570,    4.3298,   11.3385
    2.3895,   21.3709,    0.9129,    7.8795,    4.8282,   15.4451
    2.1106,   24.5619,    0.9561,    7.7472,    4.0233,   10.8847
    2.2689,   22.0780,    0.9518,    7.5000,    4.8472,   14.2025
    2.0714,   27.6001,    0.9433,    7.4903,    4.1665,    8.2426
    2.3760,   21.5100,    0.9234,    7.6015,    3.8058,   15.1875
    2.1641,   25.0471,    0.9108,    7.5015,    4.1583,   10.3796
    2.3161,   22.1568,    0.9166,    7.4649,    3.8335,   14.0739
    2.4246,   23.7994,    0.9597,    7.3966,    3.9955,   11.7608
    2.1075,   25.1897,    0.9577,    7.7500,    4.4579,   10.2382
    2.0824,   24.5481,    0.9254,    7.7776,    4.0101,   10.8997
    2.4190,   26.5095,    0.9227,    7.5208,    4.5273,    9.0617
    2.3445,   15.5456,    0.9316,    7.7875,    4.3190,   38.3944
    2.3380,   18.3900,    0.9432,    7.7377,    4.0564,   23.1923
    2.4309,   17.9831,    0.9115,    7.3887,    4.3127,   24.7182
    2.2549,   19.7805,    0.9458,    7.7041,    4.2441,   18.9588
    2.4778,   19.0147,    0.9067,    7.3848,    4.1488,   21.1227
    2.3692,   17.6437,    0.8792,    7.3735,    4.0426,   26.1159
    2.4516,   13.9338,    0.9516,    7.7956,    4.0540,   55.4810
    2.3431,   25.8198,    0.9327,    7.4578,    4.4193,    9.6482
    2.3508,   21.3455,    0.8828,    7.6548,    3.9014,   15.4929
    2.2631,   18.7908,    0.9332,    7.9619,    4.1992,   21.8299
    2.4197,   18.9780,    0.9150,    7.7924,    4.1349,   21.2362
    2.2486,   19.9913,    0.9525,    8.5677,    4.0220,   18.4240
    2.1005,   23.2661,    0.9462,    7.3613,    4.5574,   12.4416
    2.2166,   21.4895,    0.9216,    7.5758,    4.6367,   15.2250
    2.3384,   18.6103,    0.8859,    7.7822,    3.9666,   22.4275
    2.4398,   14.2041,    0.9217,    7.7139,    4.6309,   51.8619
    2.3725,   23.0993,    0.8870,    7.5688,    4.9264,   12.6673
    2.2513,   16.5032,    0.9467,    7.6008,    4.3241,   31.8589
    2.1528,   24.9898,    0.9479,    7.4267,    4.3141,   10.4373
    2.1330,   24.8000,    0.9339,    7.4225,    4.2334,   10.6321
    2.1233,   24.8002,    0.9481,    7.4403,    4.0672,   10.6319
    2.4014,   16.3799,    0.9591,    7.4402,    4.4514,   32.5979
    2.4492,   14.2255,    0.9276,    7.4180,    4.2715,   51.5912
    2.3243,   17.7476,    0.9122,    7.6828,    4.0174,   25.6749
    2.2146,   24.2162,    0.8972,    7.7050,    4.2935,   11.2687
    2.2999,   18.6962,    0.9281,    7.6348,    4.1207,   22.1398
    2.4055,   13.7373,    0.9124,    7.6499,    4.7490,   58.3704
    2.3374,   16.6550,    0.9256,    7.6625,    4.4379,   30.9852
    2.3213,   19.6904,    0.9216,    7.6323,    4.1711,   19.1948
    2.2371,   22.5766,    0.9274,    7.7659,    3.6192,   13.4184
    2.3146,   20.9606,    0.9147,    7.8377,    4.0560,   16.2468
    2.0857,   26.5003,    0.9017,    7.4272,    4.0779,    9.0692
    2.3217,   14.3575,    0.9146,    7.5881,    4.3531,   49.9710
    2.1908,   24.7374,    0.9352,    7.5229,    4.3587,   10.6976
    2.3592,   22.4931,    0.9117,    7.5049,    4.6687,   13.5448
    2.1865,   16.8737,    0.9377,    7.9197,    4.1882,   29.7909
    2.4770,   20.9956,    0.9016,    7.6223,    3.9267,   16.1758
    2.3578,   15.6775,    0.9246,    8.1045,    4.4358,   37.3742
    2.3370,   25.4636,    0.9371,    7.5734,    4.2692,    9.9749
    2.4371,   19.5972,    0.9378,    7.4613,    4.3948,   19.4437
    2.3354,   18.9370,    0.9498,    7.8049,    3.9304,   21.3641
    2.2631,   23.5613,    0.9380,    7.7718,    4.7229,   12.0573
    2.2789,   21.1001,    0.9488,    8.5826,    4.2655,   15.9669
    2.2825,   22.2699,    0.9319,    7.4371,    4.9151,   13.8923
    2.3761,   14.3733,    0.9567,    8.4302,    4.6209,   49.7823
    2.3807,   19.2664,    0.9469,    7.4751,    3.9449,   20.3704
    2.2344,   26.0105,    0.9232,    7.5360,    4.4449,    9.4802
    2.3091,   19.5188,    0.9014,    7.5571,    4.0928,   19.6574
    2.2844,   20.8900,    0.9344,    8.4525,    4.1525,   16.3913
    2.4888,   24.5553,    0.9121,    7.9945,    4.7327,   10.8919
    2.2941,   24.0384,    0.8830,    7.4637,    4.4471,   11.4745
    1.9800,   25.6571,    0.9475,    7.7796,    4.0395,    9.7953
    2.4486,   25.1386,    0.8909,    7.8787,    4.3236,   10.2885
    2.4399,   20.2078,    0.9494,    7.9036,    4.0728,   17.8995
    2.0703,   21.8844,    0.9451,    8.2586,    4.0377,   14.5266
    2.1925,   21.6497,    0.9254,    8.4016,    4.1176,   14.9353
    2.3152,   25.0232,    0.9375,    8.0841,    4.4750,   10.4036
    2.4898,   21.6601,    0.9581,    7.5474,    4.7451,   14.9168
    2.3907,   21.3425,    0.9208,    7.5960,    3.6733,   15.4985
    2.3794,   20.4295,    0.9554,    7.4476,    4.6534,   17.3861
    2.3834,   14.1657,    0.9149,    7.5596,    4.6260,   52.3530
    2.4130,   17.5016,    0.9046,    7.4671,    3.9563,   26.7383
    2.2547,   26.0115,    0.8692,    7.5945,    4.1833,    9.4793
    2.3816,   27.1967,    0.9205,    8.0592,    4.8024,    8.5314
    2.2326,   22.3747,    0.9493,    8.5640,    4.1487,   13.7275
    2.4592,   19.6575,    0.8997,    7.5674,    3.9895,   19.2822
    2.3604,   18.8125,    0.9577,    7.5714,    4.1471,   21.7597
    2.4358,   20.6366,    0.9085,    7.5764,    4.9154,   16.9272
    2.3418,   19.3623,    0.9170,    7.6200,    3.9820,   20.0945
    2.4948,   13.3255,    0.9352,    7.8654,    4.6285,   65.2516
    2.3253,   23.7397,    0.9388,    7.9957,    3.7125,   11.8340
    2.1948,   21.0567,    0.9523,    8.4415,    4.2610,   16.0532
    2.4942,   19.9163,    0.9135,    7.5958,    4.1329,   18.6115
    2.2850,   25.3152,    0.9138,    7.5530,    3.9689,   10.1163
    2.3385,   20.7190,    0.9563,    8.8795,    4.6151,   16.7499
    1.9831,   26.3849,    0.9543,    7.8032,    4.0986,    9.1635
    2.2499,   20.7687,    0.9399,    7.9414,    3.7975,   16.6445
    2.3697,   20.3649,    0.9157,    7.6635,    4.3729,   17.5332
    2.3462,   26.3111,    0.9459,    7.6526,    4.3103,    9.2245
    2.1730,   24.6766,    0.9445,    7.4915,    4.3250,   10.7619
    2.1430,   27.4068,    0.9234,    7.9194,    4.3552,    8.3790
    2.1810,   13.7997,    0.9544,    7.3538,    3.8228,   57.4280
    2.3895,   18.6756,    0.8959,    7.6621,    4.1558,   22.2083
    2.2602,   16.7086,    0.9583,    7.3427,    4.2246,   30.6858
    2.2532,   21.1533,    0.9432,    7.7551,    4.5359,   15.8622
    2.4845,   24.9988,    0.9171,    7.7490,    4.4955,   10.4283
    2.4228,   26.4157,    0.9233,    7.8685,    4.5925,    9.1381
    2.2296,   20.8536,    0.9178,    7.6867,    3.7894,   16.4667
    2.4201,   20.6689,    0.9577,    7.3869,    4.7786,   16.8575
    2.1699,   20.1757,    0.9029,    7.4477,    3.8006,   17.9757
    2.3281,   24.5765,    0.8799,    7.7950,    4.4370,   10.8690
    2.2227,   22.7574,    0.9387,    7.7313,    3.7142,   13.1509
