,ST,ST_conf
x1,0.02602341427569054,0.0017383801146834204
x2,0.612966304653405,0.014761778754593464
x3,0.06499948977832147,0.0026057936169467874
x4,0.39375690055858403,0.011575268676034733
x5,0.02950316171331202,0.0013161612964211623
