,S1,S1_conf
x1,0.18481904120460332,0.010776195219394031
x2,0.22481178280560352,0.014940823040018154
x3,0.0035526658656794175,0.007238059738391274
x4,0.3117577432430048,0.013997361436404298
x5,0.08283425498828734,0.00856354076302054
