,S2,S2_conf
"('x1', 'x2')",0.018299680212145564,0.016506617038221188
"('x1', 'x3')",0.0056115086567795625,0.014965475995404647
"('x1', 'x4')",0.00012132514464512079,0.013628200802387972
"('x1', 'x5')",0.0027590482936216965,0.014957717748412485
"('x2', 'x3')",0.02813335544337825,0.026722283689725446
"('x2', 'x4')",0.02558628013498568,0.024155140947289884
"('x2', 'x5')",0.004040757971728898,0.02333244165864415
"('x3', 'x4')",0.004099399793485364,0.018808253844954003
"('x3', 'x5')",0.005298684976783458,0.01976235801782176
"('x4', 'x5')",-0.00173557324693642,0.008096322341861853
