,ST,ST_conf
x1,0.2544620278023431,0.008629335793148549
x2,0.2681739228762055,0.00900969874747936
x3,0.2916414085890469,0.008374415784358177
x4,0.17145362964116456,0.0075212007920261005
x5,0.1511976740125185,0.004196158391642079
