,S2,S2_conf
"('x1', 'x2')",0.019989618039457202,0.01771481917686636
"('x1', 'x3')",0.021576701305398016,0.01900487232579854
"('x1', 'x4')",0.0088962029230725,0.015929276117880822
"('x1', 'x5')",0.003535876816445676,0.015641170482528586
"('x2', 'x3')",0.025746098490426528,0.019888895895472953
"('x2', 'x4')",0.012406579403197754,0.017111054206172625
"('x2', 'x5')",0.0034178499274505553,0.01701282197984884
"('x3', 'x4')",0.003958270198069186,0.019472698972358458
"('x3', 'x5')",0.003888341764039121,0.017345242240441965
"('x4', 'x5')",2.102266947603352e-05,0.014307213135185959
