,S2,S2_conf
"('x1', 'x2')",0.022550923282407542,0.07100776854039705
"('x1', 'x3')",0.009150594288853953,0.061495231740846736
"('x1', 'x4')",0.019997872965058616,0.07198936689352534
"('x1', 'x5')",-0.0004516553662916728,0.06598329126543816
"('x2', 'x3')",0.08307374599852979,0.07662032350505989
"('x2', 'x4')",0.03286574227631983,0.0837615507323354
"('x2', 'x5')",0.0413328172228659,0.0729721008466775
"('x3', 'x4')",0.0261089030536652,0.06112249097207272
"('x3', 'x5')",0.019014745571374517,0.05920345007962346
"('x4', 'x5')",0.03346311453903626,0.0752889875786464
