,S2,S2_conf
"('x1', 'x2')",0.021780110474146526,0.016201738605689023
"('x1', 'x3')",0.01747895392895768,0.017375035211273367
"('x1', 'x4')",0.012405843976377645,0.01684359566549036
"('x1', 'x5')",0.017291815021999862,0.015124214008895508
"('x2', 'x3')",0.165061240101655,0.023626719518785286
"('x2', 'x4')",0.030573889968753293,0.021029474865687497
"('x2', 'x5')",0.018044282845980482,0.020331823729957316
"('x3', 'x4')",0.017264607667440923,0.019741691909782224
"('x3', 'x5')",0.014384015168119879,0.019983896749831857
"('x4', 'x5')",0.001507084689740007,0.018686350699976973
