,S1,S1_conf
x1,0.12112460389456506,0.009438573420465302
x2,0.2221850432366044,0.013081892631005163
x3,0.4927944142461991,0.01609822261612634
x4,0.04153585792507134,0.006242549921309603
x5,0.009210987998760078,0.0031956044014948243
