,ST,ST_conf
x1,0.19232283709068593,0.006693328505869879
x2,0.24240361258070478,0.008189474167327132
x3,0.6241109478264468,0.017951755139447165
x4,0.06402562479416019,0.002376803526838259
x5,0.029401165365154858,0.0017086537537500581
