,S2,S2_conf
"('x1', 'x2')",0.012141454721544626,0.01641189993190923
"('x1', 'x3')",0.014426473731328326,0.015320518076816413
"('x1', 'x4')",-0.000990087163839807,0.014600843607538135
"('x1', 'x5')",0.0009948772661966462,0.015125585437608767
"('x2', 'x3')",0.03811704289818019,0.020083741923208304
"('x2', 'x4')",0.021508273382440875,0.018440596209514323
"('x2', 'x5')",0.0009394289049219282,0.018137150250779634
"('x3', 'x4')",0.0016859764305529844,0.01679551115628647
"('x3', 'x5')",0.004072109437574238,0.01636628754543674
"('x4', 'x5')",-0.004711952391622681,0.008527873419008802
