,S2,S2_conf
"('x1', 'x2')",0.0013271376438057925,0.014336038629584387
"('x1', 'x3')",0.004772890418748954,0.016894803728634413
"('x1', 'x4')",0.016166452321073298,0.015124322775725407
"('x1', 'x5')",-0.002508366918316317,0.013763860115922982
"('x2', 'x3')",0.04186862371413658,0.015531551646408438
"('x2', 'x4')",0.04228045240259449,0.01414589029889298
"('x2', 'x5')",4.8208600267364565e-05,0.01379954483783715
"('x3', 'x4')",0.06626387744431371,0.026026704796177188
"('x3', 'x5')",0.0042731678110788165,0.02370006053791389
"('x4', 'x5')",-0.0019785630540729866,0.01597862847692421
