,ST,ST_conf
x1,0.17749045794711493,0.006291752464648161
x2,0.27155557484574805,0.009104857706807398
x3,0.5932556398244994,0.014659580628281923
x4,0.08046494093295915,0.002526900548774699
x5,0.02366164897228939,0.0012720994682293464
