,S2,S2_conf
"('x1', 'x2')",0.0028831098194816857,0.05479255369094803
"('x1', 'x3')",0.023138398923692627,0.06101928030949763
"('x1', 'x4')",0.010154652277057336,0.056411253554884015
"('x1', 'x5')",0.0024637696651645426,0.05371290831522985
"('x2', 'x3')",0.027472723899949814,0.06176636212739596
"('x2', 'x4')",0.026560205501998627,0.053943821183969246
"('x2', 'x5')",-0.018320493732294645,0.049436685430967645
"('x3', 'x4')",0.0720813608253684,0.07933220419147664
"('x3', 'x5')",0.01522766313142854,0.08148652298863748
"('x4', 'x5')",-0.01130451638610858,0.05622523426551101
