,S2,S2_conf
"('x1', 'x2')",0.014695608686770611,0.014370876389019628
"('x1', 'x3')",0.012584310974285057,0.014901618415447281
"('x1', 'x4')",0.006286732773557513,0.012831312789621439
"('x1', 'x5')",0.0015174299707005519,0.013782466391815282
"('x2', 'x3')",0.025915477717645546,0.02588480049333405
"('x2', 'x4')",0.017340080189684443,0.02277653243105503
"('x2', 'x5')",0.0011201052851848477,0.02054854070980799
"('x3', 'x4')",0.0015715504588225127,0.018647332715589663
"('x3', 'x5')",0.0013399423610964863,0.01659190322666474
"('x4', 'x5')",-0.0005362971000733956,0.015763296954799097
