,S2,S2_conf
"('x1', 'x2')",0.013843264623408236,0.014909643869623524
"('x1', 'x3')",0.01595563906055919,0.015888846013047474
"('x1', 'x4')",-3.248207056501251e-05,0.012350030541896043
"('x1', 'x5')",0.0018648170847419022,0.012501065185176725
"('x2', 'x3')",0.030592875418000154,0.020216628942985544
"('x2', 'x4')",0.01815714379787882,0.01575851181115726
"('x2', 'x5')",0.0010938862577590837,0.014671196469562671
"('x3', 'x4')",0.0020664449506031107,0.01846806674612133
"('x3', 'x5')",0.003688106612976697,0.017890897090002567
"('x4', 'x5')",-0.003486807985772552,0.008207906170761801
