,ST,ST_conf
x1,0.19192922695756923,0.007549948432383064
x2,0.19776931217953336,0.005962976725409566
x3,0.7284741660360284,0.01929237957742912
x4,0.17444601388747477,0.00641828069727
x5,0.05685397675305587,0.002294600494065016
