,S2,S2_conf
"('x1', 'x2')",0.016579319467216108,0.01737149805929521
"('x1', 'x3')",0.011837795439046173,0.013934431181879495
"('x1', 'x4')",-0.00025394638518174556,0.01343332827228359
"('x1', 'x5')",0.002017957431656449,0.012533148622088394
"('x2', 'x3')",0.04509784584937493,0.02230976098830991
"('x2', 'x4')",0.018051156967213135,0.02080855635056542
"('x2', 'x5')",0.0026935857309893386,0.02022163961653212
"('x3', 'x4')",0.003586371402880602,0.017933135251512838
"('x3', 'x5')",0.005370510861955684,0.01773691797185403
"('x4', 'x5')",-0.0030017290963027018,0.00905074944248281
