,S2,S2_conf
"('x1', 'x2')",0.017808641053602844,0.018320793754331034
"('x1', 'x3')",0.010658962291343776,0.017765867358709858
"('x1', 'x4')",0.0025014353945729817,0.018130588882440356
"('x1', 'x5')",0.004638557278610872,0.01723423118232782
"('x2', 'x3')",0.0056164017611253225,0.018076082669529397
"('x2', 'x4')",0.03601922024481777,0.01792550157728339
"('x2', 'x5')",0.0056443312589502526,0.018708843981148846
"('x3', 'x4')",0.014732412169984083,0.017568447001498903
"('x3', 'x5')",0.0030033159780364915,0.017193313407428072
"('x4', 'x5')",0.0040965906375819705,0.015629419478103774
