,S1,S1_conf
x1,0.052262068196338045,0.007298960777291928
x2,0.37520938454568703,0.016941924524111817
x3,0.3266307644445029,0.013786489256977457
x4,0.12078674679165509,0.009420803966233599
x5,0.007750985586725409,0.0038768646583134127
