,ST,ST_conf
x1,0.07090964265847335,0.011128958971516067
x2,0.4976697017345685,0.054061017200342336
x3,0.4805385351522306,0.05883253911623611
x4,0.06290106165438722,0.008279851338062954
x5,0.03560118300369308,0.00597852742540792
