,ST,ST_conf
x1,0.22428136283495964,0.0077374475699555564
x2,0.4497079067663689,0.013347148297758238
x3,0.20495646323153094,0.005742137902343403
x4,0.08070388189077096,0.004151951828047563
x5,0.18082649725131117,0.0053314882735752914
