,ST,ST_conf
x1,0.15698526248946212,0.0052177565869802826
x2,0.345973277925065,0.010104637918426165
x3,0.5725428434725444,0.014830106360767084
x4,0.06178465399405341,0.001841960895785857
x5,0.023189593580156733,0.0016563752211405784
