,S2,S2_conf
"('x1', 'x2')",0.023883170431361733,0.018111925795856253
"('x1', 'x3')",0.023116823281060406,0.019847131079975284
"('x1', 'x4')",0.018276508233405563,0.017067806323310168
"('x1', 'x5')",0.007647104729908167,0.01829087945583589
"('x2', 'x3')",0.030146446025470564,0.020657258906585745
"('x2', 'x4')",0.16031760502639844,0.023463932800601463
"('x2', 'x5')",0.014731070479201611,0.02045606704387314
"('x3', 'x4')",0.022615573408814364,0.01846222078768481
"('x3', 'x5')",0.00602729210171073,0.01958600882433484
"('x4', 'x5')",0.010132037134739324,0.0158470481336713
