,S2,S2_conf
"('x1', 'x2')",0.016084152601807067,0.015233456054470039
"('x1', 'x3')",0.014593464961021312,0.016047038678828805
"('x1', 'x4')",0.005330482997691732,0.017145307433443953
"('x1', 'x5')",0.005730705690798518,0.014706083037477863
"('x2', 'x3')",0.07704508411467767,0.019227692472313502
"('x2', 'x4')",0.013153358163223994,0.020697048896661338
"('x2', 'x5')",0.022341508087808756,0.0181391658119606
"('x3', 'x4')",0.009804804057199468,0.017152739226414547
"('x3', 'x5')",0.004734836641259663,0.017725282006520158
"('x4', 'x5')",0.003272218075416375,0.022064588992950756
