,S2,S2_conf
"('x1', 'x2')",0.014367354133848709,0.016933423948196014
"('x1', 'x3')",0.019903720285952664,0.015803645196703155
"('x1', 'x4')",0.0028779175130452944,0.01548150030349679
"('x1', 'x5')",0.004157719818988532,0.01563303502817585
"('x2', 'x3')",0.030084670754716214,0.0175261859275944
"('x2', 'x4')",0.0343730479925904,0.016522141657844196
"('x2', 'x5')",5.369018751054215e-05,0.014863839831880166
"('x3', 'x4')",0.002199774601748153,0.017471070300235148
"('x3', 'x5')",0.002729375252228784,0.01640452069554711
"('x4', 'x5')",-0.003960621032355812,0.010408285423268611
