,S2,S2_conf
"('x1', 'x2')",0.018267033199132116,0.016552188959889528
"('x1', 'x3')",0.007143397761804199,0.016610779716721556
"('x1', 'x4')",0.003997527069458134,0.017450984495047162
"('x1', 'x5')",0.0033459944411704523,0.01707284072546062
"('x2', 'x3')",0.0061818838900108974,0.01696006668703074
"('x2', 'x4')",0.046863020631505936,0.018667125881240025
"('x2', 'x5')",0.007060271409792734,0.01650053250137444
"('x3', 'x4')",0.014362787194929949,0.016964426241545424
"('x3', 'x5')",0.002458872956171504,0.016151735231458
"('x4', 'x5')",0.0062623364352454025,0.018563052183506724
