,S2,S2_conf
"('x1', 'x2')",0.009003928306186987,0.06318288418243784
"('x1', 'x3')",0.012176753408361995,0.06927859388192073
"('x1', 'x4')",0.00036222264118844494,0.06228553915801227
"('x1', 'x5')",-0.00353409260990545,0.0589398637691335
"('x2', 'x3')",0.032588476517417586,0.07224137514420773
"('x2', 'x4')",0.03806733909010858,0.06621941311229033
"('x2', 'x5')",0.011454275509797855,0.05991974271391924
"('x3', 'x4')",0.01454610335666244,0.07313252513314157
"('x3', 'x5')",0.01004014426162819,0.06829279481326035
"('x4', 'x5')",-0.006013451640778421,0.0359058107759562
