,S2,S2_conf
"('x1', 'x2')",0.03950547076519939,0.05863895678166571
"('x1', 'x3')",0.03020648523174258,0.058773191647620494
"('x1', 'x4')",0.046586237110727485,0.06798486255864326
"('x1', 'x5')",0.019762494910894372,0.060246838488861386
"('x2', 'x3')",0.10904052100478384,0.07451886217352982
"('x2', 'x4')",0.039345237079241285,0.07639895623677198
"('x2', 'x5')",0.038758534701845364,0.07739166177706883
"('x3', 'x4')",0.03579377210320897,0.06264490743792231
"('x3', 'x5')",0.059469761986851784,0.062270519543975444
"('x4', 'x5')",-0.004589402437002239,0.07482246032819334
