,ST,ST_conf
x1,0.22427210333149947,0.008870951228408756
x2,0.4323428998484915,0.012094592970000768
x3,0.25079334790931174,0.009038791275584518
x4,0.42889367656310995,0.013281995542480536
x5,0.14172901438349816,0.005211878566980048
