,S2,S2_conf
"('x1', 'x2')",0.011467135341004464,0.05896662969285904
"('x1', 'x3')",0.03532868306168557,0.0697005108608908
"('x1', 'x4')",0.0035128345057518495,0.06158079684202258
"('x1', 'x5')",0.006166534488796241,0.059752835167490415
"('x2', 'x3')",0.0271206458432961,0.04680040711285645
"('x2', 'x4')",0.04609303946471391,0.05960172846088448
"('x2', 'x5')",-0.02158859447895465,0.05390046615325742
"('x3', 'x4')",0.052144572735289524,0.08050452269418547
"('x3', 'x5')",0.025254535201222852,0.08116851397459908
"('x4', 'x5')",-0.01887381874596565,0.05131742963206787
