,ST,ST_conf
x1,0.18829101428249875,0.022330901335662633
x2,0.24476734808537381,0.026847280301968285
x3,0.7608754611445274,0.06696627064046862
x4,0.16805586604434147,0.02277518048779805
x5,0.04439683631823922,0.007455587709174612
