,S2,S2_conf
"('x1', 'x2')",0.013541024101240667,0.015845025080828207
"('x1', 'x3')",0.012104349369144951,0.01565834845816643
"('x1', 'x4')",-0.0012671830346501038,0.013807374582008017
"('x1', 'x5')",0.0010739704939273526,0.013256190483332764
"('x2', 'x3')",0.04543191262632995,0.022417441079746254
"('x2', 'x4')",0.022704770431868252,0.019185894745947313
"('x2', 'x5')",0.0018839156743272068,0.019137170161881913
"('x3', 'x4')",0.0042249147301637625,0.018528246124313003
"('x3', 'x5')",0.0052378896404374365,0.01758777336256337
"('x4', 'x5')",-0.003812333889158413,0.00797027273257418
