,S2,S2_conf
"('x1', 'x2')",0.01802138226701508,0.018025860435433905
"('x1', 'x3')",0.005969928473698205,0.016580125467287075
"('x1', 'x4')",0.0006830110849909386,0.013997721405157756
"('x1', 'x5')",0.0031046877798264483,0.014561354723240244
"('x2', 'x3')",0.014429105565986866,0.023431059480572305
"('x2', 'x4')",0.037817126044699,0.019017864391963672
"('x2', 'x5')",0.002167052470431252,0.020387421422639464
"('x3', 'x4')",0.005616988370751388,0.01778013725040954
"('x3', 'x5')",0.004737927928779334,0.018173189637135826
"('x4', 'x5')",0.00021729771742140525,0.010033087614748493
