,S2,S2_conf
"('x1', 'x2')",0.01632151077699595,0.01953479424962725
"('x1', 'x3')",0.011614788287450328,0.021724406752183855
"('x1', 'x4')",0.0004859889806656248,0.017509843373508718
"('x1', 'x5')",0.004028091494295227,0.01762266239530144
"('x2', 'x3')",0.005031740144203822,0.018844165947250437
"('x2', 'x4')",0.03391308481381683,0.017637020034219967
"('x2', 'x5')",0.004083712986999499,0.01792092202959594
"('x3', 'x4')",0.012324164286442507,0.0169379194088927
"('x3', 'x5')",0.0034565997597136577,0.01897931782088091
"('x4', 'x5')",0.0020756383070268114,0.012151525983799595
