,ST,ST_conf
x1,0.15534554602173273,0.005744505520742562
x2,0.4768389608498539,0.014905862341835342
x3,0.3175559731029218,0.007919751668405119
x4,0.06873967291208863,0.0030680409158117777
x5,0.129154325078386,0.0036386163262596373
