,S2,S2_conf
"('x1', 'x2')",0.02133826995156425,0.015839970864566243
"('x1', 'x3')",0.01224621357930955,0.0149694071844724
"('x1', 'x4')",0.014477881058786113,0.014599318808097433
"('x1', 'x5')",0.0036757074934321704,0.013647565173484144
"('x2', 'x3')",0.013483820139646274,0.017089861238689354
"('x2', 'x4')",0.020060512863544752,0.015394667261979984
"('x2', 'x5')",0.00444275226901808,0.01592220069914889
"('x3', 'x4')",0.011108796542520477,0.01826887563718187
"('x3', 'x5')",0.004407156041743812,0.018462830674956923
"('x4', 'x5')",0.0013664178139133204,0.012264361086191385
