,S2,S2_conf
"('x1', 'x2')",0.01582631834911452,0.01570345741331695
"('x1', 'x3')",0.01271696726297511,0.0164676706278033
"('x1', 'x4')",-0.0005261501973401264,0.014084296768864453
"('x1', 'x5')",0.0017109215853663151,0.013713657389309457
"('x2', 'x3')",0.04060509008259383,0.024547065916410343
"('x2', 'x4')",0.018089403685705045,0.01890145018571081
"('x2', 'x5')",0.0018518205458050163,0.018638142739814595
"('x3', 'x4')",0.002958657461951973,0.01965067132461039
"('x3', 'x5')",0.004863927154343806,0.019589799029447994
"('x4', 'x5')",-0.003080295369816674,0.008864165681449734
