,S2,S2_conf
"('x1', 'x2')",0.01964741108070544,0.014980161178261613
"('x1', 'x3')",0.013424402747188695,0.014211920234301461
"('x1', 'x4')",0.01652775400810269,0.018200818451846876
"('x1', 'x5')",0.009496339423473332,0.015596714365960836
"('x2', 'x3')",0.1607817628436508,0.02257032610855531
"('x2', 'x4')",0.03131400036024573,0.020847349750382393
"('x2', 'x5')",0.02206076385728923,0.018653984508021988
"('x3', 'x4')",0.04729858958880212,0.018409841678347527
"('x3', 'x5')",0.014684554598937395,0.017756471896863062
"('x4', 'x5')",0.003195720366805349,0.025670647205828227
