,ST,ST_conf
x1,0.22150154539710526,0.023682159762394617
x2,0.2340515706926251,0.023757269792171645
x3,0.1642590650280131,0.022321121779975018
x4,0.5391311289126197,0.05757918755453653
x5,0.11847663416948308,0.014305449614361759
