,S2,S2_conf
"('x1', 'x2')",0.025627663129413336,0.020135290494524186
"('x1', 'x3')",0.009998825506579101,0.018182691192261496
"('x1', 'x4')",0.00047501404264238545,0.01917742686178213
"('x1', 'x5')",0.006402816605301953,0.01799407476239553
"('x2', 'x3')",0.024028404993234748,0.022936279679555277
"('x2', 'x4')",0.040753447358866574,0.021816995284688133
"('x2', 'x5')",0.005671300997447087,0.022179790196543384
"('x3', 'x4')",0.01327953353897926,0.01380462825007807
"('x3', 'x5')",0.0012130820995326086,0.013324131538364342
"('x4', 'x5')",0.0032248322090345227,0.013942847634824238
