,S2,S2_conf
"('x1', 'x2')",0.003937034373832055,0.014066761226054648
"('x1', 'x3')",0.004343832509188905,0.018434840916443974
"('x1', 'x4')",0.011333168080381366,0.014439157466515355
"('x1', 'x5')",-0.001773299466828535,0.01387681002937766
"('x2', 'x3')",0.04370033987200017,0.016326115336309503
"('x2', 'x4')",0.036087821257482826,0.01644724998572649
"('x2', 'x5')",0.005384741829225289,0.015231165272983765
"('x3', 'x4')",0.0739955662135093,0.022827613183330063
"('x3', 'x5')",0.003777201598293053,0.02242889222710173
"('x4', 'x5')",-0.0011633841311987653,0.01301305458466016
