,S2,S2_conf
"('x1', 'x2')",0.015068447813630648,0.013095956678419854
"('x1', 'x3')",0.006930938119092567,0.013065531053436354
"('x1', 'x4')",0.00020872629287968167,0.011436409273932621
"('x1', 'x5')",0.002134531018348064,0.010946910977316216
"('x2', 'x3')",0.05974380773307181,0.026582802824232293
"('x2', 'x4')",0.026366815401988843,0.02123515233950364
"('x2', 'x5')",0.0005691089395434236,0.021149057314180153
"('x3', 'x4')",0.0026873714326128527,0.017688299410941393
"('x3', 'x5')",0.004708256478868074,0.018788957496389744
"('x4', 'x5')",-0.002555510348460772,0.008708498141217276
