,S2,S2_conf
"('x1', 'x2')",0.008839762408918317,0.07572144588267923
"('x1', 'x3')",0.0055132489095597315,0.07267779914285992
"('x1', 'x4')",0.007234090186533759,0.06290069530498876
"('x1', 'x5')",0.0038442998235285464,0.06821607724642247
"('x2', 'x3')",0.0027802609913673004,0.07222950659331578
"('x2', 'x4')",0.04299193476691965,0.07293934757868124
"('x2', 'x5')",0.0025298641554501733,0.07276854635441692
"('x3', 'x4')",0.005352134912844447,0.06865749177767144
"('x3', 'x5')",0.002520471657686929,0.06525917501405283
"('x4', 'x5')",-0.003942228315225643,0.0417206287751184
