,S2,S2_conf
"('x1', 'x2')",0.009146079870496815,0.011957873598807825
"('x1', 'x3')",0.0075495559515494914,0.012767458433638664
"('x1', 'x4')",0.0015321878304426686,0.011017696280727265
"('x1', 'x5')",0.0024676554243648705,0.011258600852976927
"('x2', 'x3')",0.0651962209662259,0.024647996389643902
"('x2', 'x4')",0.04013732255323242,0.0238002117100008
"('x2', 'x5')",-0.0008298935012252037,0.022784278217197796
"('x3', 'x4')",0.0032058146248344754,0.017530982913344605
"('x3', 'x5')",0.0038210046260050926,0.017398726573200088
"('x4', 'x5')",-0.0031156160235479725,0.00976254308780941
