,S2,S2_conf
"('x1', 'x2')",0.014626664610568912,0.015658809169625285
"('x1', 'x3')",0.011236349243831156,0.015186857853715763
"('x1', 'x4')",-0.000830962412473546,0.013211825881436077
"('x1', 'x5')",0.0015151880380834017,0.013919121735200907
"('x2', 'x3')",0.04871406554466923,0.023106095607838766
"('x2', 'x4')",0.019565131923741916,0.020504229339965006
"('x2', 'x5')",0.002528119647633848,0.020877810507661097
"('x3', 'x4')",0.0040417376826065304,0.01598629335282285
"('x3', 'x5')",0.005562050439058264,0.01556820482930719
"('x4', 'x5')",-0.0029746322038381526,0.008757323224198001
